name,alt_name,ra,dec,bv_color,parallax
HR 7372,2    Cyg,62.90385,6.62671,-0.1,
HR 7373,31    Aql,47.37185,-1.86648,0.77,0.059
HR 7374,,61.56186,5.86825,-0.08,
HR 7375,50    Sgr,16.77213,-17.12585,1.22,
HR 7376,,69.04514,9.74363,,
HR 7377,30Del Aql,39.6187,-6.13148,0.32,0.072
HR 7378,,23.14664,-14.37285,0.02,
HR 7379,,23.64043,-14.21165,0.05,
HR 738,,145.61558,-23.82202,1.07,
HR 7380,,9.01526,-20.20928,0,
HR 7381,,81.80923,15.76084,-0.08,
HR 7382,,75.38758,12.81546,0.92,
HR 7383,,327.31562,-28.71863,1.64,
HR 7384,,54.7513,1.99521,-0.02,
HR 7385,4    Vul,54.34622,1.74982,0.98,0.026
HR 7386,,58.85539,4.17468,0.51,0.027
HR 7387,32Nu  Aql,37.25915,-7.64297,0.6,-0.008
HR 7388,,341.96834,-27.37424,0.98,
HR 7389,,48.48852,-1.66239,0.47,0.032
HR 739,75    Cet,169.94419,-54.44173,1.02,
HR 7390,5    Vul,54.69262,1.73796,-0.01,
HR 7391,,54.53974,1.58652,1.55,
HR 7392,,355.03327,-24.84101,0.22,0.013
HR 7393,Mu  Tel,342.35438,-27.4215,0.45,
HR 7394,Lam UMi,121.93795,27.51032,1.57,
HR 7395,4    Cyg,69.11228,9.31487,-0.12,-0.007
HR 7396,,49.73043,-1.31222,-0.06,
HR 7397,,39.78766,-6.84667,0.01,
HR 7398,,12.00267,-19.83312,1.12,0.045
HR 7399,,6.90748,-21.6736,0.39,
HR 74,8Iot Cet,98.97987,-70.19272,1.22,0.013
HR 740,76Sig Cet,191.11991,-63.77775,0.45,0.035
HR 7400,35    Aql,38.99189,-7.4508,0.08,
HR 7401,,89.43097,18.44906,-0.15,
HR 7402,,30.90742,-11.61864,1.1,0.013
HR 7403,,70.71344,9.7906,-0.14,
HR 7404,,37.50009,-8.30266,1.32,
HR 7405,6Alp Vul,58.98872,3.40258,1.5,0.014
HR 7406,8    Vul,59.10655,3.40285,1.03,0.004
HR 7407,,50.21434,-1.54632,1.05,
HR 7408,7Iot1Cyg,84.02332,16.0097,0,
HR 7409,7    Vul,55.20257,1.17936,-0.1,
HR 741,29    Ari,156.27637,-41.17586,0.54,
HR 7410,,17.65573,-17.92587,0.12,
HR 7411,,344.55577,-27.4517,0.3,
HR 7412,,39.97892,-7.26266,1.82,
HR 7413,,93.934,20.01528,1.39,
HR 7414,36    Aql,34.92593,-9.9965,1.75,0.029
HR 7415,,40.50454,-7.09331,0.01,
HR 7416,,353.2607,-25.96899,-0.04,
HR 7417,6Bet1Cyg,62.10968,4.57147,1.13,0.017
HR 7418,6Bet2Cyg,62.11816,4.56761,-0.1,0.017
HR 7419,,69.46442,8.4444,-0.04,0.005
HR 742,,242.76942,-66.73581,1.02,
HR 7420,10Iot2Cyg,83.61175,15.4489,0.14,0.005
HR 7421,,60.99446,3.80624,0.93,
HR 7422,,358.91582,-24.80608,0.09,
HR 7423,,111.51861,25.30081,0.07,
HR 7424,Iot Tel,350.25345,-26.88738,1.09,0.002
HR 7425,,115.67721,26.26754,0.1,
HR 7426,8    Cyg,67.9726,7.43933,-0.14,
HR 7427,,82.38375,14.62239,1.25,
HR 7428,,87.51276,16.87389,1.16,
HR 7429,38Mu  Aql,44.41448,-6.0128,1.17,0.045
HR 743,,130.70471,11.57539,0.88,0.011
HR 7430,37    Aql,28.30121,-14.43752,1.13,0.007
HR 7431,51    Sgr,14.78614,-20.30274,0.19,0.018
HR 7432,,31.21509,-13.16801,1.12,
HR 7433,,26.76602,-15.25857,1.09,
HR 7434,,339.27927,-28.86187,0.97,0.015
HR 7435,,329.33443,-29.51375,0.02,
HR 7436,,71.99923,9.12089,0.03,
HR 7437,9    Vul,55.35142,-0.1417,-0.09,
HR 7438,,40.60552,-8.41574,0.41,
HR 7439,,20.57097,-18.15864,0.27,
HR 744,Lam1For,238.27184,-67.00149,1.06,
HR 7440,52    Sgr,14.68257,-20.50598,-0.07,0.002
HR 7441,9    Cyg,63.86821,4.49562,0.55,0.021
HR 7442,,81.57981,13.82892,1.64,
HR 7443,,21.23276,-18.04715,1.26,0.01
HR 7444,,75.38464,10.61937,0.05,0.001
HR 7445,,47.98143,-4.64803,,
HR 7446,39Kap Aql,31.77101,-13.28682,0,
HR 7447,41Iot Aql,36.98774,-10.65537,-0.08,0.004
HR 7448,,91.88873,18.38078,1.57,
HR 7449,,50.84021,-3.10697,1.04,
HR 745,,201.47933,-65.56645,1.1,
HR 7450,,102.62017,22.41506,1.41,
HR 7451,,83.46262,14.58821,0.48,0.037
HR 7452,,57.98537,0.90931,-0.07,
HR 7453,,80.63628,13.20501,0.24,
HR 7454,,25.04617,-16.56336,0.5,0.047
HR 7455,,330.29277,-29.6813,1.55,
HR 7456,,48.17791,-4.74787,0.88,
HR 7457,11    Cyg,70.57975,7.88724,-0.11,
HR 7458,,56.07415,-0.28921,1.32,-0.013
HR 7459,,343.35541,-28.71332,1,
HR 746,,143.84017,-18.94664,-0.1,
HR 7460,42    Aql,34.05722,-12.42298,0.43,0.027
HR 7461,,353.5287,-27.05827,0.28,
HR 7462,61Sig Dra,101.30325,21.87692,0.79,0.177
HR 7463,4Eps Sge,52.77214,-2.3153,1.02,
HR 7464,,359.8814,-25.7209,0.23,
HR 7465,,82.64714,13.92809,1.06,
HR 7466,,63.99802,3.99283,-0.09,
HR 7467,,71.96926,8.36758,-0.15,
HR 7468,,77.61699,11.34747,0.93,0.019
HR 7469,13The Cyg,82.66766,13.84709,0.38,0.056
HR 747,,133.55116,5.08683,1.56,
HR 7470,53    Sgr,16.40744,-20.6356,0.03,
HR 7471,,41.42712,-8.94368,0.04,
HR 7472,,56.6571,-0.40856,1.08,
HR 7473,,16.43326,-20.69887,1.04,
HR 7474,44Sig Aql,43.2672,-8.0709,0.03,
HR 7475,,53.11726,-2.70815,2.07,
HR 7476,54    Sgr,23.46926,-18.07242,1.13,0.037
HR 7477,,81.91351,13.21562,0.99,0.006
HR 7478,12Phi Cyg,64.95092,3.9708,0.97,0.007
HR 7479,5Alp Sge,54.45394,-2.13969,0.78,0
HR 748,,144.9153,-21.07118,1.39,
HR 7480,45    Aql,38.05874,-11.23559,0.11,0.018
HR 7481,,68.34417,5.76342,0.08,
HR 7482,,56.64149,-1.00321,0.39,
HR 7483,14    Cyg,76.16113,10.03108,-0.08,0.019
HR 7484,,87.2512,15.59501,0.44,0.036
HR 7485,,59.48169,0.55839,0.01,
HR 7486,,50.90832,-4.40997,-0.08,
HR 7487,,79.00406,11.46576,0.9,
HR 7488,6Bet Sge,54.09712,-2.60172,1.05,0.011
HR 7489,55    Sgr,23.8158,-18.39814,0.33,0.04
HR 749,Ome For,221.69928,-67.34328,-0.05,
HR 7490,,58.44897,-0.18403,1.53,
HR 7491,,2.12316,-25.92199,0.01,
HR 7492,,76.50233,9.95138,1.56,
HR 7493,46    Aql,49.62276,-5.44248,-0.03,
HR 7494,,312.45931,-29.21069,1.4,
HR 7495,,78.71614,11.07022,0.4,0.021
HR 7496,,24.55257,-18.36178,0.46,0.045
HR 7497,47Chi Aql,49.34399,-5.69721,0.57,0.006
HR 7498,,322.59748,-30.12343,0.22,0.033
HR 7499,,74.09827,8.40261,0.18,0.006
HR 75,,116.46422,-21.74305,1.18,
HR 750,15    Tri,146.14039,-23.43856,1.66,0.016
HR 7500,,92.58933,17.71864,0.22,0.026
HR 7501,,64.60221,2.91632,0.33,
HR 7502,,67.29123,4.45865,0.11,
HR 7503,16    Cyg,83.33982,13.21507,0.64,0.039
HR 7504,,83.33651,13.20417,0.66,0.039
HR 7505,,65.81092,3.51896,0,
HR 7506,10    Vul,61.60958,0.97544,0.93,0.023
HR 7507,,8.25065,-24.78735,0.02,
HR 7508,,62.81649,1.61275,1.1,-0.008
HR 7509,,87.92502,15.37053,1.61,
HR 751,,162.59983,-47.2612,1.06,
HR 7510,Nu  Tel,341.26876,-30.00758,0.2,
HR 7511,48Psi Aql,50.87689,-5.39788,-0.03,
HR 7512,,68.92224,5.11095,-0.06,
HR 7513,,329.17572,-30.50117,1.48,
HR 7514,,75.6106,8.83434,1.57,0.014
HR 7515,56    Sgr,20.64906,-20.66951,0.93,0.025
HR 7516,,36.60882,-13.41877,0.05,
HR 7517,15    Cyg,71.75975,6.60372,0.95,0.021
HR 7518,,64.76016,2.50591,0.64,-0.01
HR 7519,49Ups Aql,46.01086,-8.41668,0.18,0.027
HR 752,77    Cet,179.49152,-58.86765,1.4,
HR 7520,,69.22158,5.09479,,
HR 7521,,345.2722,-29.79527,1.13,
HR 7522,,90.39163,16.32661,0.56,0.045
HR 7523,,74.77266,8.14924,1.64,
HR 7524,,330.57443,-30.6483,0.3,
HR 7525,50Gam Aql,48.7261,-7.08122,1.52,0.016
HR 7526,,89.50187,15.85674,0.88,
HR 7527,,335.85391,-30.56745,-0.14,
HR 7528,18Del Cyg,78.70955,10.24299,-0.03,0.03
HR 7529,,70.79016,5.74143,-0.03,0.018
HR 753,,163.402,-47.5933,0.98,0.147
HR 7530,,69.86869,5.17319,1.06,
HR 7531,,338.0242,-30.54974,0.08,0.013
HR 7532,,26.72146,-18.62898,0.2,
HR 7533,,61.38993,0.08083,0.27,
HR 7534,17    Cyg,68.80826,4.4326,0.47,0.049
HR 7535,,68.09525,3.98575,1.13,0.016
HR 7536,7Del Sge,55.76687,-3.38354,1.41,0.001
HR 7537,,351.37442,-29.26725,1.7,
HR 7538,,11.74583,-24.46144,0.4,
HR 7539,NOVA 1670,63.38081,0.98896,,
HR 754,78Nu  Cet,164.47846,-48.67031,0.87,0.002
HR 7540,,61.73707,-0.01808,0.99,
HR 7541,,29.53348,-17.659,1.24,
HR 7542,,49.07086,-7.52205,0.96,
HR 7543,,72.99404,6.57408,-0.06,
HR 7544,52Pi  Aql,50.07769,-7.00944,,0.003
HR 7545,,101.37442,20.78382,0.05,
HR 7546,8Zet Sge,56.48284,-3.40298,0.1,0.01
HR 7547,,81.40233,11.18759,1.64,
HR 7548,,342.93583,-30.54149,0.92,
HR 7549,,342.92966,-30.54525,0.1,
HR 755,,270.91806,-59.18702,0.52,
HR 7550,,70.42248,4.8126,0.44,0.017
HR 7551,,68.80869,3.85146,0.2,
HR 7552,,0.02833,-28.05247,-0.06,0.02
HR 7553,51    Aql,29.827,-18.00055,0.38,
HR 7554,,46.83128,-9.27681,-0.1,
HR 7555,,73.45318,6.38562,0.9,
HR 7556,,64.60997,1.12647,-0.06,
HR 7557,53Alp Aql,47.74408,-8.90917,0.22,0.198
HR 7558,,335.73713,-31.08994,0.16,
HR 7559,,37.6229,-14.4044,1.57,
HR 756,,144.5289,-19.67366,0.48,
HR 7560,54Omi Aql,49.13515,-8.19817,0.55,0.048
HR 7561,57    Sgr,21.92278,-21.66817,0.98,0.021
HR 7562,,48.47805,-8.64375,0.1,
HR 7563,,100.57764,20.2373,0.28,
HR 7564,Chi Cyg,68.53876,3.27638,1.82,0.012
HR 7565,12    Vul,59.72347,-2.06633,-0.14,
HR 7566,19    Cyg,73.57273,6.20456,1.69,0
HR 7567,,75.21549,7.13288,-0.04,
HR 7568,,72.81471,5.71835,1.7,0.005
HR 7569,,50.32561,-7.81546,0.65,0.022
HR 757,,147.8036,-26.13026,1.05,
HR 7570,55Eta Aql,40.93432,-13.07276,0.89,0.01
HR 7571,,26.38388,-20.11587,0.14,
HR 7572,,49.23063,-8.4934,-0.01,
HR 7573,,61.8846,-1.03872,0.71,0.006
HR 7574,9    Sge,56.48252,-4.33144,0.01,
HR 7575,,37.27466,-15.17625,0.2,0.003
HR 7576,20    Cyg,86.22974,13.13656,1.28,0.014
HR 7577,,81.24772,10.36008,0.36,
HR 7578,,17.17281,-23.91265,1.02,0.075
HR 7579,,326.38402,-31.17993,0.23,0.032
HR 758,,146.59504,-23.70949,1.55,0.008
HR 7580,,44.09824,-11.6494,0.02,
HR 7581,Iot Sgr,357.96903,-29.11233,1.08,0.035
HR 7582,63Eps Dra,102.43114,20.82904,0.89,0.016
HR 7583,,71.7566,4.75837,1.43,
HR 7584,56    Aql,32.2778,-17.80319,1.64,
HR 7585,,7.66148,-26.94792,1.48,
HR 7586,,339.53764,-31.30986,1.53,
HR 7587,,338.39634,-31.35672,-0.01,0.022
HR 7588,,326.84993,-31.23347,0.16,
HR 7589,,80.99302,10.09159,-0.07,0.009
HR 759,80    Cet,179.85725,-58.60966,1.59,
HR 7590,Eps Pav,322.01915,-30.90221,-0.03,0.016
HR 7591,,81.80693,10.51254,-0.18,
HR 7592,13    Vul,61.26821,-1.78667,-0.06,0.009
HR 7593,57    Aql,32.6612,-17.76068,-0.08,0.01
HR 7594,57    Aql,32.65271,-17.76692,-0.04,0.01
HR 7595,59Xi  Aql,47.81285,-9.8549,1.05,0.023
HR 7596,58    Aql,40.54618,-13.91917,0.1,
HR 7597,58Ome Sgr,14.86626,-25.04285,0.75,0.062
HR 7598,,46.69686,-10.59661,0.03,
HR 7599,,34.14664,-17.25829,0.39,0.01
HR 76,,117.63435,-13.6837,,
HR 760,,144.08593,-18.58589,-0.12,
HR 7600,,81.77139,10.3201,-0.11,
HR 7601,,61.59791,-1.86998,-0.02,0.015
HR 7602,60Bet Aql,46.12537,-11.09511,0.86,0.07
HR 7603,Mu 1Pav,328.95265,-31.52254,1.04,0.037
HR 7604,59    Sgr,14.04536,-25.56076,1.46,0.014
HR 7605,,2.33414,-28.74149,0.39,
HR 7606,,72.50303,4.6089,0.75,
HR 7607,,66.69777,1.05265,-0.08,
HR 7608,23    Cyg,90.55128,14.90771,-0.13,
HR 7609,10    Sge,55.16822,-6.11938,0.67,0.009
HR 761,,147.26258,-24.93936,0.48,
HR 7610,61Phi Aql,50.66371,-8.80467,-0.01,0.023
HR 7611,,92.58601,15.87137,0.02,
HR 7612,Mu 2Pav,328.94534,-31.66837,1.22,0.025
HR 7613,22    Cyg,73.89521,5.19329,-0.08,
HR 7614,61    Sgr,26.01802,-21.54393,0.05,0.032
HR 7615,21Eta Cyg,71.0154,3.36445,1.02,0.015
HR 7616,,59.04605,-4.07585,0.07,
HR 7617,,10.62153,-27.01422,1.05,
HR 7618,60    Sgr,15.22883,-25.66791,0.9,0.014
HR 7619,24Psi Cyg,86.10442,12.20897,0.12,0.005
HR 762,,284.64949,-50.76194,-0.06,
HR 7620,,72.06209,3.89314,-0.15,
HR 7621,,349.58737,-31.1878,1.06,
HR 7622,11    Sge,55.51569,-6.39721,-0.05,-0.003
HR 7623,The1Sgr,5.5221,-28.46835,-0.15,
HR 7624,The2Sgr,6.16527,-28.34463,0.17,0.033
HR 7625,,337.84739,-31.9578,1.53,0.005
HR 7626,,91.3504,14.99876,1.02,
HR 7627,,356.84949,-30.2732,1.64,
HR 7628,,75.65414,5.93146,-0.1,
HR 7629,,2.86378,-29.15446,1,
HR 763,31    Ari,159.13675,-42.90879,0.49,0.035
HR 7630,,354.49393,-30.68221,0.28,0.017
HR 7631,,7.28431,-28.1822,0.49,0.049
HR 7632,,84.82093,11.30793,-0.01,
HR 7633,,91.93188,15.21103,1.59,0.004
HR 7634,,89.98484,14.15386,,
HR 7635,12Gam Sge,57.9668,-5.20713,1.57,0.013
HR 7636,,42.11495,-14.41521,1.13,
HR 7637,,31.59697,-19.65942,0.58,0.04
HR 7638,,77.35737,6.7885,,0.003
HR 7639,,359.42225,-30.03889,0.11,
HR 764,30    Ari,151.47581,-32.30942,0.5,0.018
HR 7640,,67.76574,0.81483,-0.06,0.036
HR 7641,14    Vul,61.10908,-3.4131,,0.019
HR 7642,,73.84299,4.54093,-0.09,0.004
HR 7643,,19.03796,-25.01982,0.97,
HR 7644,,328.46579,-31.98959,0.64,0.054
HR 7645,13    Sge,56.42783,-6.49305,1.67,
HR 7646,,80.53242,8.36605,0.16,
HR 7647,25    Cyg,73.07283,3.75944,-0.17,
HR 7648,,48.73968,-11.25156,1.52,
HR 7649,63    Sgr,28.26614,-21.68634,0.08,0.02
HR 765,30    Ari,151.48737,-32.30515,0.41,0.018
HR 7650,62    Sgr,13.92221,-26.9337,1.65,0.028
HR 7651,,86.04074,11.53738,-0.19,
HR 7652,,2.76402,-29.84173,1.41,0.02
HR 7653,15    Vul,65.30061,-1.34062,0.18,0.03
HR 7654,,96.41657,17.08686,0.09,
HR 7655,,73.26063,3.56207,1.31,
HR 7656,,62.86612,-3.0214,-0.12,
HR 7657,16    Vul,63.0167,-3.00233,0.36,0.004
HR 7658,,19.39318,-25.47614,0.5,
HR 7659,,9.34317,-28.54726,1.21,0.007
HR 766,,162.83351,-46.83383,1.04,
HR 7660,26    Cyg,84.48877,10.27501,1.11,0.014
HR 7661,,34.45805,-19.51763,0.35,
HR 7662,,57.67426,-6.63484,1.42,
HR 7663,,329.5686,-32.36044,1.58,
HR 7664,,55.57814,-7.968,-0.1,0.008
HR 7665,Del Pav,329.76754,-32.41648,0.76,0.17
HR 7666,,102.90893,20.05787,0.88,
HR 7667,62    Aql,40.8254,-16.50791,1.3,0.004
HR 7668,,8.38285,-29.04428,-0.08,
HR 7669,63Tau Aql,48.0059,-12.56834,1.06,0.005
HR 767,Iot1For,226.38706,-66.87868,1.02,
HR 7670,,67.41079,-0.67248,0.73,0.047
HR 7671,,30.59927,-21.5343,0.52,
HR 7672,15    Sge,56.54905,-7.55074,0.61,0.06
HR 7673,Xi  Tel,345.55204,-32.57056,1.62,0.014
HR 7674,,343.01965,-32.68574,0.53,
HR 7675,65    Sgr,29.59388,-22.05585,0.04,
HR 7676,64    Dra,97.77181,17.38194,1.56,0.006
HR 7677,,61.90591,-4.48934,,
HR 7678,,69.48613,0.3897,0.54,
HR 7679,16Eta Sge,59.18575,-6.2303,1.06,0.032
HR 768,,145.23703,-20.47333,0.47,
HR 7680,,55.3652,-8.64319,1.64,
HR 7681,,37.9198,-18.47683,1.16,
HR 7682,65    Dra,97.6424,17.21436,,
HR 7683,,74.84272,3.63732,0.64,0.041
HR 7684,,83.12001,8.87714,0.04,
HR 7685,67Rho Dra,100.69823,18.64345,1.32,0.017
HR 7686,69    Dra,108.93462,22.48085,1.61,
HR 7687,,86.31299,10.64891,1.6,
HR 7688,17    Vul,62.48362,-4.64529,-0.18,
HR 7689,27    Cyg,72.85143,2.09427,0.85,0.032
HR 769,,145.10358,-20.13133,-0.03,
HR 7690,64    Aql,41.3042,-17.29565,1.02,
HR 7691,,340.03625,-33.19536,0.06,
HR 7692,,90.29828,12.89622,0.43,
HR 7693,,50.35455,-12.28883,0.46,0.015
HR 7694,,32.48009,-21.64668,0.06,
HR 7695,,97.08186,16.63659,0.1,0.023
HR 7696,,56.70734,-8.57948,1.91,
HR 7697,,87.56238,11.18118,0.39,0.027
HR 7698,,309.99646,-29.60372,0.2,
HR 7699,,71.69193,1.03092,0.16,
HR 77,Zet Tuc,308.32192,-51.92405,0.58,0.134
HR 770,,163.28356,-46.65711,0.44,
HR 7700,,51.62274,-11.77996,-0.12,
HR 7701,66    Dra,95.39299,15.65287,1.18,0.037
HR 7702,,85.08384,9.53748,0.13,
HR 7703,,5.23326,-30.92452,0.87,0.179
HR 7704,,100.93531,18.53934,1.65,
HR 7705,17The Sge,60.57339,-6.68759,0.38,0.029
HR 7706,,357.57056,-32.39033,1.23,
HR 7707,,332.97416,-33.29161,0.31,
HR 7708,28    Cyg,73.91489,2.04414,-0.13,
HR 7709,,33.96808,-21.70915,-0.15,
HR 771,81    Cet,174.48645,-55.24987,1.02,
HR 7710,65The Aql,41.57974,-18.08425,-0.07,0.012
HR 7711,18    Vul,65.70941,-3.56902,0.08,0.002
HR 7712,1Xi 1Cap,30.57685,-23.39303,1.21,
HR 7713,,60.90052,-6.78918,0.9,
HR 7714,,346.12517,-33.6015,1.5,0.02
HR 7715,2Xi 2Cap,30.40469,-23.58969,0.48,0.037
HR 7716,,61.56573,-6.44719,-0.02,
HR 7717,,43.29815,-17.55633,0.02,0.009
HR 7718,19    Vul,65.78059,-3.85313,1.41,
HR 7719,20    Vul,65.52937,-4.07296,-0.11,
HR 772,Lam2For,237.69369,-66.23778,0.66,0.056
HR 7720,66    Aql,41.64651,-18.59728,1.43,0.028
HR 7721,,83.37437,7.53939,-0.12,
HR 7722,,15.62473,-29.39743,0.88,0.124
HR 7723,,63.85304,-5.61219,0.29,0.011
HR 7724,67Rho Aql,56.2409,-10.6138,0.08,0.023
HR 7725,,12.37977,-30.36445,1.51,
HR 7726,,86.5977,9.47137,1.14,
HR 7727,68    Dra,95.82813,15.07731,0.47,0.031
HR 7728,,5.0912,-32.02319,1.54,
HR 7729,,6.53962,-31.76458,0.37,
HR 773,32Nu  Ari,153.4612,-34.46663,0.16,0.013
HR 7730,30    Cyg,82.70759,6.86498,0.09,0.012
HR 7731,21    Vul,67.65694,-3.26927,0.18,0.01
HR 7732,,333.13178,-33.82415,1.04,
HR 7733,,79.85221,4.9287,1.5,
HR 7734,,74.2307,1.13535,0,
HR 7735,31    Cyg,82.67575,6.7769,1.28,0.007
HR 7736,29    Cyg,74.44814,1.17164,0.14,0.036
HR 7737,,78.84866,4.12842,-0.04,
HR 7738,3    Cap,31.11973,-24.35175,0.01,
HR 7739,,65.18761,-5.17063,-0.18,
HR 774,,127.33282,19.5886,1.3,0.013
HR 7740,33    Cyg,91.07934,12.0576,0.11,0.021
HR 7741,22    Vul,63.46868,-6.36156,1.04,0.004
HR 7742,,94.66359,14.15601,1.47,
HR 7743,,71.98696,-0.68366,0.91,
HR 7744,23    Vul,67.10815,-4.03632,1.26,0.008
HR 7745,,351.8663,-34.08534,1.67,
HR 7746,18    Sge,61.96447,-7.56782,1.04,
HR 7747,5Alp1Cap,31.08861,-24.70456,1.07,0.006
HR 7748,4    Cap,21.50036,-28.30779,1,0.04
HR 7749,,352.02902,-34.13696,0.46,0.026
HR 775,,167.31691,-49.96141,1,
HR 7750,1Kap Cep,110.37866,22.50316,-0.05,0.001
HR 7751,32    Cyg,83.66889,7.04572,1.52,0.014
HR 7752,,76.35486,2.08368,0.01,
HR 7753,24    Vul,64.60674,-5.96561,0.95,-0.003
HR 7754,6Alp2Cap,31.09712,-24.81002,0.94,0.034
HR 7755,,85.82202,8.38431,,
HR 7756,,81.9244,5.79604,0.38,
HR 7757,,74.87129,0.98912,-0.09,
HR 7758,,342.9889,-34.54163,1.59,
HR 7759,,77.66687,2.76348,1.65,0.004
HR 776,Mu  Hyi,297.19049,-36.87654,0.98,0.001
HR 7760,,68.43434,-3.61519,1.01,0.009
HR 7761,7Sig Cap,24.48039,-27.65846,1.4,0.025
HR 7762,,79.68508,3.99115,1.64,
HR 7763,34    Cyg,75.82694,1.31952,0.42,0.004
HR 7764,,13.60299,-31.11174,0.17,
HR 7765,,6.21642,-32.74611,1.31,
HR 7766,,349.12867,-34.66603,0.55,0.045
HR 7767,,78.09875,2.78068,0.1,0.007
HR 7768,,42.40196,-20.05614,1.09,
HR 7769,36    Cyg,75.04914,0.62583,0.06,
HR 777,Iot2For,226.74802,-66.41028,0.48,
HR 7770,35    Cyg,73.40187,-0.53906,0.65,0.007
HR 7771,,55.2157,-12.73725,1.63,
HR 7772,,37.4679,-22.67062,1.55,
HR 7773,8Nu  Cap,31.16984,-25.47814,-0.05,0.021
HR 7774,,55.57149,-12.66654,0.31,
HR 7775,,29.12099,-26.31948,-0.02,0.01
HR 7776,9Bet Cap,29.14973,-26.37019,0.79,0.01
HR 7777,,82.8191,5.80056,-0.13,
HR 7778,,56.49895,-12.18795,0.91,
HR 7779,Kap1Sgr,358.74583,-34.12691,0,0.035
HR 778,Eta Hor,272.30815,-57.82108,0.27,0.025
HR 7780,,59.2636,-10.44291,1.49,
HR 7781,,90.44789,10.84142,0.11,0.003
HR 7782,,75.30805,0.48179,0,
HR 7783,,100.46142,16.91461,0.58,0.067
HR 7784,,77.23043,1.69431,0.06,0.003
HR 7785,,312.42206,-30.69145,1.14,
HR 7786,,83.35525,5.92993,-0.06,
HR 7787,Kap2Sgr,358.33837,-34.43636,0.2,0.016
HR 7788,,34.5476,-24.69555,0.91,
HR 7789,25    Vul,65.09053,-7.08651,-0.06,-0.008
HR 779,82Del Cet,170.76414,-52.21142,-0.22,0.001
HR 7790,Alp Pav,340.90442,-35.19322,-0.2,
HR 7791,,89.0816,9.60512,1.56,
HR 7792,71    Dra,96.48337,14.36402,-0.05,
HR 7793,,56.82203,-12.71289,0.51,0.034
HR 7794,,48.75075,-17.62887,0.97,0.002
HR 7795,,78.84862,2.39331,1.07,
HR 7796,37Gam Cyg,78.1486,1.8671,0.68,0.003
HR 7797,,70.80793,-3.33073,1.35,
HR 7798,,82.69981,5.03575,1.08,
HR 7799,,0.35161,-34.58007,1.36,
HR 78,,115.13031,-31.46544,-0.1,
HR 780,,245.54144,-65.10097,0.52,
HR 7800,,78.8379,2.22409,1.6,
HR 7801,,14.55363,-32.01478,1.1,0.038
HR 7802,,80.46493,3.31526,0.95,0.014
HR 7803,,45.03409,-20.08531,-0.04,
HR 7804,,102.42564,17.72018,1.59,
HR 7805,,98.09744,15.11455,1.56,
HR 7806,39    Cyg,71.71899,-3.01849,1.33,0.014
HR 7807,,76.03654,0.03478,-0.2,
HR 7808,,4.45518,-34.2613,0.97,0.042
HR 7809,,41.54189,-22.19111,1.19,
HR 781,83Eps Cet,187.1964,-60.41398,0.45,0.072
HR 7810,,53.29533,-15.71438,1.56,
HR 7811,,63.02493,-9.48153,0.93,
HR 7812,,311.9889,-30.75218,1.71,
HR 7813,,61.77231,-10.41449,1.02,
HR 7814,10Pi  Cap,26.21818,-29.07596,-0.07,
HR 7815,,89.38128,9.08266,0.01,
HR 7816,,59.66289,-11.90591,1.01,
HR 7817,,6.68992,-34.30677,-0.11,
HR 7818,,94.54498,12.3772,0.09,0.005
HR 7819,,28.97334,-28.45826,0.99,
HR 782,33    Ari,151.01809,-29.78595,0.09,0.002
HR 7820,,52.18936,-17.0721,1.08,
HR 7821,68    Aql,41.35525,-23.05001,-0.06,
HR 7822,11Rho Cap,26.79634,-29.2701,0.38,0.047
HR 7823,,73.86257,-2.34298,0.48,
HR 7824,,47.24235,-19.94594,0.9,
HR 7825,,21.89662,-31.01207,1.55,
HR 7826,40    Cyg,77.25967,-0.02397,0.06,0.021
HR 7827,,92.12715,10.59275,0,
HR 7828,43    Cyg,86.1406,6.39589,0.26,0.012
HR 7829,12Omi Cap,26.07056,-29.77703,0.22,
HR 783,,165.32335,-47.60209,0.4,
HR 7830,12Omi Cap,26.0765,-29.78093,0.08,
HR 7831,69    Aql,41.96595,-23.09815,1.15,0.021
HR 7832,,14.41797,-33.29466,0.21,
HR 7833,,62.40768,-10.93655,0.23,
HR 7834,41    Cyg,70.91289,-5.03557,0.4,0.014
HR 7835,42    Cyg,75.85325,-1.46903,0.52,
HR 7836,1    Del,54.65781,-16.21341,-0.03,0
HR 7837,,29.94253,-28.71273,0.79,
HR 7838,,325.19183,-34.32275,1.29,
HR 7839,,63.06114,-10.95497,0.15,
HR 784,,183.53999,-58.84478,0.52,
HR 7840,,55.10404,-16.20532,0.03,
HR 7841,,83.60431,3.98676,1.13,0.007
HR 7842,,19.32939,-32.54192,-0.01,
HR 7843,,91.89145,9.92069,-0.04,
HR 7844,45Ome1Cyg,86.07356,5.74357,-0.09,
HR 7845,,35.45457,-26.86719,0.69,0.033
HR 7846,Nu  Mic,355.99492,-36.44858,1.01,0.007
HR 7847,44    Cyg,76.43668,-1.45324,1.01,
HR 7848,Phi1Pav,336.03532,-36.09059,0.28,0.026
HR 7849,,67.50816,-8.15289,0.26,0.009
HR 785,11    Per,138.50576,-4.35519,-0.13,
HR 7850,2The Cep,97.75933,13.79476,0.2,0.038
HR 7851,46Ome2Cyg,86.41328,5.73357,1.55,
HR 7852,2Eps Del,55.41866,-16.593,-0.13,0.025
