name,alt_name,ra,dec,bv_color,parallax
HR 1478,91Sig1Tau,182.07578,-20.06878,0.15,0.021
HR 1479,92Sig2Tau,181.99466,-19.97357,0.15,0.02
HR 148,,307.8311,-62.15503,1.01,
HR 1480,,188.99513,-24.7584,0.26,
HR 1481,53    Eri,211.3196,-35.89599,1.09,0.044
HR 1482,,157.06544,1.27656,-0.02,
HR 1483,,208.96408,-34.84846,0.07,0.028
HR 1484,93    Tau,185.3059,-22.05298,-0.12,
HR 1485,,296.31295,-31.25995,0.2,
HR 1486,,148.7268,8.83135,,0.005
HR 1487,,211.51796,-35.66246,1.06,0.007
HR 1488,,197.52098,-29.46435,0.94,
HR 1489,,164.66056,-5.2705,0.57,0.022
HR 149,,118.80812,-35.49607,-0.09,
HR 1490,,172.01751,-11.63713,-0.03,
HR 1491,,135.73252,19.39697,0.28,0.021
HR 1492,,272.67178,-39.34228,1.58,
HR 1493,,156.0157,2.61864,0.02,
HR 1494,59    Per,160.95109,-1.77895,0,0.018
HR 1495,,223.58405,-38.91031,0.92,
HR 1496,54    Eri,217.79089,-37.36193,1.61,0.008
HR 1497,94Tau Tau,176.64452,-15.07181,-0.13,0.017
HR 1498,,259.23705,-41.2276,1.32,
HR 1499,95    Tau,175.88014,-14.18558,0.54,
HR 15,21Alp And,111.73244,-32.84322,-0.11,0.032
HR 150,,105.74571,-77.32898,1.06,
HR 1500,,163.06081,-3.28349,0.06,
HR 1501,,169.06348,-8.49227,,
HR 1502,Alp Cae,246.15618,-41.49582,0.34,0.045
HR 1503,Bet Cae,239.91849,-40.91107,0.37,0.058
HR 1504,,268.60023,-39.73398,0.68,0.064
HR 1505,55    Eri,205.96133,-32.36662,0.39,0.008
HR 1506,55    Eri,205.96502,-32.36597,0.92,0.008
HR 1507,,186.90061,-21.80008,0.25,
HR 1508,56    Eri,205.7222,-32.12334,-0.11,
HR 1509,,231.68508,-39.7395,1.41,
HR 151,,83.09174,-84.48514,0.29,
HR 1510,,140.05218,16.54535,-0.08,
HR 1511,4    Cam,151.27074,7.53449,0.25,0.013
HR 1512,,176.61626,-14.03148,0.06,
HR 1513,,216.98521,-36.19852,0.02,
HR 1514,,163.73396,-3.22691,0.93,
HR 1515,,152.17703,6.8099,,
HR 1516,Lam Pic,257.58002,-40.78727,0.98,0
HR 1517,,180.7065,-16.9344,1.21,
HR 1518,,245.12282,-40.87312,1.46,
HR 1519,,186.65447,-21.15666,0.19,0.005
HR 152,,120.1786,-18.30476,1.6,0.007
HR 1520,57Mu  Eri,200.52965,-29.33698,-0.15,
HR 1521,,220.14624,-36.86637,1.47,
HR 1522,,200.35715,-28.99352,0.04,
HR 1523,,131.37979,22.77543,1.28,0.02
HR 1524,,235.96187,-39.75024,0,
HR 1525,,228.51348,-38.465,0.19,
HR 1526,,242.91087,-40.35149,1.07,
HR 1527,,146.25096,12.1546,1.57,0.001
HR 1528,,170.02742,-7.77812,0.24,
HR 1529,,170.91381,-8.52352,1.12,
HR 153,17Zet Cas,120.77575,-8.91427,-0.2,0.004
HR 1530,Kap Dor,269.44222,-39.05164,0.2,0.024
HR 1531,,290.57576,-33.35426,1.1,
HR 1532,58    Eri,215.36376,-34.8051,0.63,0.079
HR 1533,,166.30084,-4.56849,1.44,0.025
HR 1534,,194.39304,-25.12515,1.19,
HR 1535,,157.77876,2.79096,0.99,
HR 1536,,203.39598,-29.82425,0.62,0.038
HR 1537,96    Tau,183.60069,-17.96908,1.6,
HR 1538,59    Eri,214.78301,-34.37179,0.55,
HR 1539,Zet Cae,231.00894,-38.6012,1.07,
HR 154,29Pi  And,119.46953,-29.05447,-0.14,-0.003
HR 1540,,273.75446,-38.11684,1.08,
HR 1541,Mu  Men,282.96955,-35.83438,-0.12,
HR 1542,9Alp Cam,144.06546,14.04244,0.03,-0.002
HR 1543,1Pi 3Ori,191.45188,-23.06477,0.45,0.125
HR 1544,2Pi 2Ori,189.82252,-21.82857,0.01,0.036
HR 1545,,212.07666,-33.11985,0.44,
HR 1546,,154.79648,5.63108,,
HR 1547,97    Tau,181.37674,-15.90877,0.21,0.022
HR 1548,,248.98971,-40.07424,0.95,
HR 1549,60    Eri,214.83745,-33.96233,0.98,0.023
HR 155,53    Psc,117.69851,-47.49113,-0.15,
HR 1550,,162.71368,-0.89911,0.11,
HR 1551,2    Aur,167.25537,-4.64698,1.41,
HR 1552,3Pi 4Ori,192.8905,-23.52218,-0.17,0.001
HR 1553,,189.03283,-20.99811,0.08,
HR 1554,,174.20457,-10.13206,0.37,
HR 1555,5    Cam,153.06984,7.35806,0.04,
HR 1556,4Omi1Ori,185.42791,-18.38975,1.84,0.004
HR 1557,,245.543,-39.65932,0.37,
HR 1558,,161.80709,0.32205,-0.02,
HR 1559,,237.34274,-38.73923,0.08,
HR 156,,118.73894,-38.74095,,
HR 1560,61Ome Eri,203.7484,-28.77846,0.25,0.013
HR 1561,,155.05413,5.99732,0.11,
HR 1562,5    Ori,196.07866,-24.71297,1.64,0.01
HR 1563,Iot Pic,261.27404,-39.22244,0.33,
HR 1564,Iot Pic,261.27146,-39.21991,,
HR 1565,,197.04162,-25.08326,0.04,
HR 1566,,181.36433,-14.84204,0.29,
HR 1567,8Pi 5Ori,196.267,-24.56251,-0.18,0.003
HR 1568,7    Cam,154.465,6.68066,-0.02,0
HR 1569,6    Ori,188.208,-19.55882,0.12,
HR 157,,119.69942,-27.38392,0.88,
HR 1570,7Pi 1Ori,189.34619,-20.25303,0.09,
HR 1571,,191.44453,-21.58861,1.22,
HR 1572,,137.71233,19.16731,1.57,
HR 1573,,168.14067,-4.40244,0.41,
HR 1574,,198.21747,-25.45179,-0.12,
HR 1575,,177.35146,-11.53899,0.33,
HR 1576,,185.23828,-17.28084,-0.08,
HR 1577,3Iot Aur,170.58996,-6.15959,1.53,0.021
HR 1578,,193.77388,-22.63404,0.02,
HR 1579,,215.94929,-33.06466,0.96,
HR 158,,122.52816,19.63129,0.55,0.028
HR 1580,9Omi2Ori,186.62635,-18.05213,1.15,0.019
HR 1581,,215.61342,-32.90022,0.88,
HR 1582,62    Eri,203.93269,-27.87537,-0.13,
HR 1583,,226.30129,-35.90495,0.27,
HR 1584,,243.45615,-38.6471,1.42,
HR 1585,,183.66621,-15.75393,1.31,
HR 1586,99    Tau,178.09323,-11.64508,1.11,
HR 1587,,138.23546,19.00087,,
HR 1588,8    Cam,155.16775,6.60647,1.46,
HR 1589,,137.98349,19.1908,,0.01
HR 159,,68.84646,-86.04932,0.72,0.076
HR 1590,98    Tau,177.24428,-10.91928,0,
HR 1591,,200.02832,-25.69626,0.42,
HR 1592,4Ome Aur,167.1505,-2.8768,0.04,0.005
HR 1593,,148.91062,11.57427,0.41,
HR 1594,,144.19302,15.03124,0.48,0.034
HR 1595,,213.49767,-31.51416,-0.21,
HR 1596,,201.25811,-26.06687,0.1,
HR 1597,,267.61831,-37.95995,0.44,
HR 1598,,277.60932,-36.30938,1.63,
HR 1599,5    Aur,166.09172,-1.78779,0.41,0.021
HR 16,,91.79212,-69.04498,1.04,
HR 160,,305.45758,-51.93084,1.26,
HR 1600,,186.12212,-16.94323,0.04,
HR 1601,10Pi 6Ori,197.5581,-24.01917,1.4,0.018
HR 1602,6    Aur,165.8963,-1.61501,,
HR 1603,10Bet Cam,149.56835,11.37862,0.92,0.009
HR 1604,,215.9642,-32.05963,0.43,0.028
HR 1605,7Eps Aur,162.78822,1.17847,0.54,0.007
HR 1606,,284.31676,-34.57402,0.52,
HR 1607,,214.32428,-31.3262,5.74,
HR 1608,63    Eri,209.55067,-29.40797,0.8,
HR 1609,,196.06662,-22.60976,,
HR 161,,116.05837,-59.55042,1.33,
HR 1610,,196.06898,-22.60466,-0.07,
HR 1611,64    Eri,211.94098,-30.34444,0.26,0.022
HR 1612,8Zet Aur,165.01884,-0.42854,1.22,0.005
HR 1613,,201.45238,-25.45382,0.28,
HR 1614,,205.0911,-27.17554,1.06,0.11
HR 1615,,164.82444,-0.08138,0.16,
HR 1616,,127.16947,25.68184,0.32,
HR 1617,65Psi Eri,206.59349,-27.68925,-0.19,
HR 1618,,198.9499,-23.81537,1.27,
HR 1619,,198.13804,-23.33145,-0.04,0.013
HR 162,,307.40631,-62.61107,1,
HR 1620,102Iot Tau,180.77145,-12.06469,0.16,0.019
HR 1621,,220.27304,-32.84851,-0.05,
HR 1622,11    Cam,150.98711,10.79599,-0.08,
HR 1623,12    Cam,150.95164,10.83079,1.12,
HR 1624,,149.18753,12.10759,1.37,
HR 1625,,203.81886,-26.02553,1.21,
HR 1626,,173.66501,-6.56704,1.21,
HR 1627,,172.24629,-5.40585,0.27,
HR 1628,,227.45212,-34.61813,1.07,0.007
HR 1629,Eta Men,287.11463,-33.55043,1.52,0.026
HR 163,30Eps And,119.56492,-33.47581,0.87,0.031
HR 1630,,154.75135,8.13661,,
HR 1631,,243.73766,-37.38135,0.88,
HR 1632,,175.97792,-8.17273,0.24,
HR 1633,,181.20612,-12.00822,1.32,
HR 1634,1    Lep,223.48838,-33.45973,1.2,
HR 1635,,233.9936,-35.92319,1.17,
HR 1636,,142.12274,17.12145,1.11,0.007
HR 1637,9    Aur,157.0582,6.50802,0.33,0.052
HR 1638,11    Ori,186.18233,-15.3452,-0.06,0.018
HR 1639,,169.52588,-2.99748,0.16,
HR 164,,120.8774,-13.46838,1.64,
HR 1640,,214.32905,-30.20732,-0.18,
HR 1641,10Eta Aur,165.35387,0.27167,-0.18,0.022
HR 1642,,182.59636,-12.6382,0.21,0.008
HR 1643,,138.38841,19.57882,-0.12,0.024
HR 1644,,163.83864,1.48525,0.43,
HR 1645,,225.40411,-33.70066,0.1,
HR 1646,,202.96165,-24.99685,-0.11,
HR 1647,,146.22939,14.5383,0.4,0.024
HR 1648,,199.00926,-22.81807,3.45,
HR 1649,Eta1Pic,255.63622,-37.63406,0.42,0.055
HR 165,31Del And,119.86953,-31.93893,1.28,0.028
HR 1650,,136.13904,20.97508,-0.02,
HR 1651,,246.32742,-37.1478,0.53,
HR 1652,Gam1Cae,238.60095,-36.22508,1.2,0.013
HR 1653,Gam2Cae,238.87337,-36.25734,0.3,
HR 1654,2Eps Lep,223.24674,-32.73107,1.46,0.011
HR 1655,,227.54551,-33.91485,1.17,
HR 1656,104    Tau,183.83748,-12.93525,0.65,0.061
HR 1657,66    Eri,204.77565,-25.35433,-0.06,0.024
HR 1658,106    Tau,182.39919,-11.84974,0.09,0.007
HR 1659,103    Tau,179.2492,-9.56373,0.06,
HR 166,54    Psc,119.17258,-41.53299,0.85,0.099
HR 1660,105    Tau,181.34303,-11.08539,0.19,
HR 1661,,213.32138,-29.0966,-0.06,
HR 1662,13    Ori,191.77358,-18.00483,0.62,0.033
HR 1663,Eta2Pic,256.16862,-37.27838,1.49,0.009
HR 1664,14    Ori,192.67161,-18.4782,0.33,0.004
HR 1665,,212.75498,-28.65947,0.6,
HR 1666,67Bet Eri,205.33775,-25.31548,0.13,0.05
HR 1667,,262.22534,-37.06967,1.54,
HR 1668,,161.20146,4.29239,0.42,0.027
HR 1669,,168.94623,-1.48967,0.72,0.002
HR 167,55    Psc,119.36262,-41.35366,1.16,0.009
HR 1670,,176.38054,-7.06226,0.27,0.008
HR 1671,,208.95214,-26.82614,-0.06,
HR 1672,16    Ori,191.69358,-17.46155,0.24,0.011
HR 1673,68    Eri,204.8345,-24.82843,0.44,0.05
HR 1674,Zet Dor,266.03378,-36.71594,0.52,0.085
HR 1675,,149.06787,13.13731,0.02,
HR 1676,15    Ori,186.73659,-14.21457,0.32,0.004
HR 1677,Bet Men,282.77372,-34.20768,1,0.013
HR 1678,14    Cam,148.37909,13.64912,0.21,
HR 1679,69Lam Eri,209.14037,-26.68552,-0.19,-0.003
HR 168,18Alp Cas,121.41653,-6.30239,1.17,0.016
HR 1680,,239.0545,-35.49748,1.08,
HR 1681,,201.27666,-22.67305,1.1,
HR 1682,,290.71403,-32.05231,1.51,
HR 1683,,139.23122,19.59165,,
HR 1684,,186.62909,-13.56648,1.49,
HR 1685,,203.00099,-23.29237,0.98,
HR 1686,,133.73449,22.64795,0.47,0.054
HR 1687,,203.27344,-23.32842,0.46,
HR 1688,,151.29796,11.99456,1.18,
HR 1689,11Mu  Aur,168.35373,-0.29612,0.18,0.023
HR 169,,304.21667,-43.95921,0.11,
HR 1690,,200.47884,-21.78511,-0.07,
HR 1691,,199.99969,-21.51194,0.66,0.002
HR 1692,,156.45729,8.44912,0.07,
HR 1693,,212.54715,-27.51237,1.46,
HR 1694,,227.68795,-32.66758,1.25,
HR 1695,,273.25375,-35.60615,1.65,0.018
HR 1696,3Iot Lep,212.67293,-27.31635,-0.1,
HR 1697,,206.91432,-24.6678,0.96,
HR 1698,17Rho Ori,198.51614,-20.26532,1.19,-0.01
HR 1699,,241.22007,-35.12016,1.62,
HR 17,,113.44318,-25.45605,0.48,0.044
HR 170,,322.09035,-82.73484,0.51,0.02
HR 1700,,284.66641,-33.45441,-0.01,
HR 1701,,199.37155,-20.6636,0.42,0.004
HR 1702,5Mu  Lep,217.25065,-28.90658,-0.11,0.023
HR 1703,,200.71459,-21.30682,1.46,
HR 1704,,209.06884,-25.43983,-0.13,
HR 1705,4Kap Lep,213.8795,-27.55032,-0.1,0.034
HR 1706,14    Aur,173.29799,-3.35341,0.23,0.007
HR 1707,,156.36611,8.97431,1.66,
HR 1708,13Alp Aur,162.58845,4.56659,0.8,0.073
HR 1709,,196.6159,-18.78571,1.37,
HR 171,,309.65229,-72.18026,1.14,
HR 1710,,215.68822,-28.04839,0.37,
HR 1711,108    Tau,181.87589,-9.32086,0.08,
HR 1712,,172.08173,-2.25936,0.22,-0.004
HR 1713,19Bet Ori,209.2413,-25.24526,-0.03,0.013
HR 1714,,127.53581,25.79366,,
HR 1715,,239.4323,-34.41447,1.47,
HR 1716,Xi  Men,295.22825,-30.46862,0.93,
HR 1717,,202.76359,-21.93535,0.39,
HR 1718,18    Ori,191.29484,-15.2515,-0.04,
HR 1719,15    Cam,152.70832,11.74543,-0.03,
HR 172,,108.91789,-79.08924,0.92,
HR 1720,,148.85137,14.2897,1.75,
HR 1721,,239.64505,-34.30253,1.01,
HR 1722,,165.37885,2.95273,1.65,0.007
HR 1723,,229.21545,-31.96584,-0.1,
HR 1724,,199.81093,-19.99035,-0.02,
HR 1725,,167.32897,1.67795,1.37,
HR 1726,16    Aur,173.07508,-2.48414,1.27,0.014
HR 1727,,259.20366,-35.84244,1.39,
HR 1728,17    Aur,172.76765,-2.23339,-0.06,
HR 1729,15Lam Aur,167.6799,1.54107,0.63,0.066
HR 173,,85.8557,-85.86647,0.7,0.043
HR 1730,,238.4632,-33.83822,0.15,
HR 1731,,218.63798,-28.40341,-0.16,
HR 1732,,172.86493,-2.12773,-0.19,
HR 1733,,164.2201,4.15002,,
HR 1734,18    Aur,172.71719,-1.92482,0.24,
HR 1735,20Tau Ori,208.27718,-23.95987,-0.11,0.006
HR 1736,,162.18288,5.67807,0.6,
HR 1737,,214.9664,-26.79785,0.93,
HR 1738,,166.99023,2.27787,0.11,0.011
HR 1739,109    Tau,182.53711,-8.69722,0.93,0.01
HR 174,,116.04899,-67.08013,1.1,
HR 1740,19    Aur,172.81359,-1.8348,0.27,
HR 1741,,184.18211,-9.79825,1.01,0.015
HR 1742,,259.3863,-35.57081,1.21,
HR 1743,Omi Col,238.51147,-33.49027,1,0.018
HR 1744,The Dor,277.64232,-34.26219,1.28,-0.006
HR 1745,,135.11422,22.39894,0.14,
HR 1746,21    Ori,199.54473,-19.12525,0.41,0.022
HR 1747,,219.88582,-28.32042,0.58,0.065
HR 1748,,203.31865,-20.99866,-0.11,
HR 1749,20Rho Aur,166.56528,2.92688,-0.15,
HR 175,32    And,120.76258,-23.36968,0.89,0.01
HR 1750,,177.87759,-5.07676,0.04,
HR 1751,16    Cam,153.49499,11.88196,-0.03,0.023
HR 1752,,176.57145,-4.12359,0.06,
HR 1753,,220.3427,-28.3639,-0.16,
HR 1754,,220.3331,-28.35722,-0.11,
HR 1755,,184.67721,-9.64388,1.23,
HR 1756,6Lam Lep,214.82591,-26.23516,-0.26,0
HR 1757,7Nu  Lep,213.99743,-25.79117,-0.12,
HR 1758,,229.99242,-31.23717,-0.04,
HR 1759,,207.19039,-22.66237,-0.03,
HR 176,,305.54096,-57.6181,0.55,0.058
HR 1760,,167.31461,2.64783,0.12,
HR 1761,,198.53372,-17.95459,-0.09,
HR 1762,,223.35201,-29.07426,-0.05,0.002
HR 1763,,194.62415,-15.60733,-0.13,
HR 1764,,202.63584,-20.09381,-0.12,
HR 1765,22    Ori,202.634,-20.02674,-0.17,
HR 1766,,238.42852,-32.87537,0.33,
HR 1767,Zet Pic,257.46259,-34.9764,0.51,0.023
HR 1768,22    Aur,177.3634,-4.09012,-0.04,
HR 1769,,215.66518,-25.96399,-0.09,
HR 177,,121.98218,3.29305,1.04,
HR 1770,23    Ori,199.15752,-17.86287,-0.15,
HR 1771,,227.30193,-29.94895,0.67,0.004
HR 1772,,238.06758,-32.61037,-0.19,
HR 1773,21Sig Aur,170.52432,0.88456,1.42,0.003
HR 1774,110    Tau,187.68054,-10.8157,0.14,
HR 1775,,175.62056,-2.58077,1.24,
HR 1776,,175.68789,-2.62554,0.04,
HR 1777,,197.63792,-16.82034,0.12,
HR 1778,,210.49928,-23.39093,-0.03,0.013
HR 1779,,172.68179,-0.44245,1.11,
HR 178,,120.08713,-38.1882,0.26,
HR 1780,111    Tau,187.2008,-10.28526,0.53,0.067
HR 1781,,202.67591,-19.49374,-0.21,
HR 1782,,203.35394,-19.80073,0.5,0.021
HR 1783,8    Lep,216.0186,-25.6655,-0.21,
HR 1784,29    Ori,209.98125,-22.98165,0.96,0.011
HR 1785,,229.54256,-30.23311,0.5,
HR 1786,,200.47551,-18.0712,-0.15,
HR 1787,27    Ori,203.45599,-19.67522,0.96,0.021
HR 1788,28Eta Ori,204.86548,-20.3915,-0.17,0.007
HR 1789,25Psi1Ori,200.95804,-18.28928,-0.2,
HR 179,19Xi  Cas,121.40686,-12.33149,-0.11,
HR 1790,24Gam Ori,196.92791,-15.95309,-0.22,0.029
HR 1791,112Bet Tau,177.99432,-3.74543,-0.13,0.028
HR 1792,,219.24654,-26.6433,0,
HR 1793,,244.40026,-33.21865,1.62,
HR 1794,,172.37582,0.18021,1.45,
HR 1795,,173.25003,-0.42921,0.14,
HR 1796,,174.19185,-1.0518,1.15,
HR 1797,,241.66325,-32.75335,1.04,
HR 1798,113    Tau,188.0044,-10.31814,-0.08,
HR 1799,,212.58235,-23.83574,1.56,
HR 18,,74.69307,-76.24741,1.67,
HR 180,Mu  Phe,308.30626,-70.9376,0.97,0.004
HR 1800,,203.26473,-19.281,-0.05,0.002
HR 1801,Kap Pic,264.18966,-34.51014,-0.1,
HR 1802,17    Cam,149.08119,15.45966,1.71,
HR 1803,,202.31152,-18.70984,-0.18,
HR 1804,,176.76407,-2.70196,0.16,
HR 1805,24Phi Aur,173.27585,-0.23968,1.4,0.009
HR 1806,,208.02133,-21.49086,-0.06,
HR 1807,,196.66256,-15.36471,-0.02,
HR 1808,115    Tau,187.06577,-9.42211,-0.1,
HR 1809,,189.39196,-10.86119,0.08,
HR 181,,121.77247,-4.09837,-0.01,
HR 1810,114    Tau,183.75297,-7.1714,-0.15,
HR 1811,30Psi2Ori,200.08709,-17.21924,-0.21,-0.016
HR 1812,,222.23153,-27.31447,0.4,
HR 1813,,249.84096,-33.5804,1.2,
HR 1814,116    Tau,188.93102,-10.42412,0.01,
HR 1815,,294.02399,-30.3868,1.11,
HR 1816,117    Tau,187.79551,-9.6391,1.63,
HR 1817,,214.374,-24.04093,0.51,
HR 1818,The Pic,259.56339,-34.17583,0.07,0.004
HR 1819,,190.93259,-11.42229,0.15,
HR 182,M 31  And,121.16528,-21.57787,,
HR 1820,,201.88243,-17.84207,-0.18,
HR 1821,118    Tau,181.2538,-5.09892,-0.04,0.014
HR 1822,,177.92192,-2.80796,0.45,
HR 1823,,224.15231,-27.55662,1.04,
HR 1824,,167.78831,4.13398,1.11,
HR 1825,,169.15479,3.22987,0.97,
HR 1826,,206.27851,-19.83165,-0.01,0.003
HR 1827,,246.02427,-32.73032,0.23,
HR 1828,18    Cam,154.43528,12.75616,0.57,0.012
HR 1829,9Bet Lep,223.56112,-27.20144,0.82,0.02
HR 183,Xi  Phe,305.64654,-60.57558,0.2,
HR 1830,,206.46445,-19.79711,1.15,
HR 1831,,183.70047,-6.28572,1.18,
HR 1832,,189.72147,-10.15216,0.14,
HR 1833,,201.67344,-17.1913,-0.2,
HR 1834,31    Ori,204.30535,-18.61705,1.57,0.006
HR 1835,,241.75341,-31.83436,0.02,
HR 1836,Lam Dor,267.51939,-33.86709,1,0.012
HR 1837,,199.53321,-15.91283,1.27,
HR 1838,,233.75006,-29.96212,1.06,
HR 1839,32    Ori,198.02455,-14.94373,-0.14,0.005
HR 184,20Pi  Cas,121.52038,-15.82521,0.18,0.023
HR 1840,,210.37686,-21.39453,-0.19,
HR 1841,NOVA 1891,177.14282,-1.69856,,
HR 1842,33    Ori,200.47508,-16.16595,-0.18,0.001
HR 1843,25Chi Aur,175.76652,-0.61201,0.34,
HR 1844,,138.25653,21.70554,1.57,
HR 1845,119    Tau,187.17633,-8.07234,2.07,0.002
HR 1846,,167.51407,4.90293,-0.02,
HR 1847,,188.49439,-8.88521,-0.04,0.009
HR 1848,,209.79799,-20.84861,-0.17,
HR 1849,10    Lep,223.93787,-26.6085,0,0.016
HR 185,Lam1Scl,311.54051,-78.51876,-0.03,
HR 1850,,175.33956,-0.151,0.09,
HR 1851,34Del Ori,203.84257,-17.73235,-0.16,0.014
HR 1852,34Del Ori,203.85603,-17.73976,-0.22,0.014
HR 1853,,146.14052,17.86776,,
HR 1854,,173.74422,0.92645,0.15,
HR 1855,36Ups Ori,210.43537,-20.98321,-0.26,
HR 1856,,253.35134,-32.98213,0.62,
HR 1857,19    Cam,148.49145,16.67638,0.01,0.007
HR 1858,120    Tau,187.38998,-7.83768,0.01,
HR 1859,,279.07446,-32.78225,0.34,0.012
HR 186,,304.91313,-56.83211,1.32,
HR 1860,,185.75563,-6.78271,-0.07,
HR 1861,,205.13753,-18.20259,-0.19,
HR 1862,Eps Col,239.88977,-30.87558,1.14,0.008
HR 1863,,205.30834,-18.16692,-0.09,0.002
HR 1864,35    Ori,191.08055,-9.99398,-0.14,
HR 1865,11Alp Lep,220.947,-25.14138,0.21,0.007
HR 1866,,157.18807,11.81769,1.63,
HR 1867,,271.56683,-33.28755,1.53,
HR 1868,,204.837,-17.81302,-0.18,
HR 1869,,162.99985,8.3047,0.26,
HR 187,Rho Tuc,304.43093,-51.63405,0.5,0.038
HR 1870,,252.02064,-32.60971,1.35,
HR 1871,,202.53445,-16.49194,-0.17,
HR 1872,38    Ori,200.43301,-15.2727,0.05,0.014
HR 1873,,204.79274,-17.63668,-0.17,
HR 1874,,205.19561,-17.84158,1.55,
HR 1875,121    Tau,182.9545,-4.5209,-0.09,
HR 1876,37Phi1Ori,195.40233,-12.28929,-0.16,0
HR 1877,,243.44101,-31.20252,1.22,-0.008
HR 1878,,179.95031,-2.48485,1.54,
HR 1879,39Lam Ori,195.05191,-11.99495,-0.18,0.007
HR 188,16Bet Cet,111.33082,-80.68119,1.02,0.061
HR 1880,39Lam Ori,195.05162,-11.99386,0.04,0.007
HR 1881,,239.61963,-30.41996,1.07,
HR 1882,,273.47619,-33.04137,0.22,
HR 1883,,194.79413,-11.82079,0.12,
HR 1884,,169.48942,4.40875,1.03,
HR 1885,,128.16516,25.98668,1.57,
HR 1886,,209.5667,-19.72091,-0.23,0.005
HR 1887,,209.56333,-19.71097,-0.25,0.005
HR 1888,,233.78465,-28.89826,-0.02,
HR 1889,,181.47486,-3.30118,0.43,
HR 189,,121.71695,-14.99104,-0.12,
HR 1890,,208.17603,-18.95695,-0.13,
HR 1891,,208.11352,-18.92323,-0.15,
HR 1892,42    Ori,208.5037,-19.10897,-0.19,0.006
HR 1893,41The1Ori,209.00728,-19.38497,0.02,0.001
HR 1894,41The1Ori,209.00586,-19.3834,0.24,0.001
HR 1895,41The1Ori,209.01079,-19.38397,0.02,0.001
HR 1896,41The1Ori,209.01062,-19.38009,0.09,0.001
HR 1897,43The2Ori,209.04849,-19.3722,-0.09,-0.001
HR 1898,,208.0738,-18.86378,-0.14,
HR 1899,44Iot Ori,209.52222,-19.58347,-0.24,0.025
HR 19,,110.97366,-36.41854,0.97,
HR 190,,115.83575,-74.77862,1.1,
HR 1900,,207.04145,-18.3352,-0.12,
HR 1901,45    Ori,208.55276,-19.05668,0.24,0.026
HR 1902,,180.71948,-2.65193,-0.07,0.007
HR 1903,46Eps Ori,205.212,-17.2418,-0.19,-0.002
HR 1904,,175.18752,1.01617,1.31,
HR 1905,122    Tau,189.1247,-7.91451,0.22,0.029
HR 1906,,209.37126,-19.28414,-0.18,
HR 1907,40Phi2Ori,195.84474,-11.94747,0.95,0.03
HR 1908,,194.33418,-11.02368,1.58,
HR 1909,,237.43988,-29.48681,1.12,
HR 191,Eta Phe,305.08222,-59.63138,0,0.046
HR 1910,123Zet Tau,185.68642,-5.63606,-0.19,0.008
HR 1911,,209.80679,-19.39499,-0.22,
HR 1912,,262.70151,-32.90534,0.55,
HR 1913,,196.19659,-12.0302,-0.17,
HR 1914,26    Aur,177.87789,-0.46754,0.45,0.005
HR 1915,,232.70822,-28.08626,0.13,
HR 1916,,147.32392,17.87646,1.24,
HR 1917,,273.80047,-32.71805,1.04,0.01
HR 1918,,209.78874,-19.14669,-0.22,
HR 1919,,215.3662,-21.75017,0.05,
HR 192,21    Cas,122.54861,12.12066,0.05,
HR 1920,,197.53298,-12.59101,-0.07,
HR 1921,,181.19471,-2.47387,,
HR 1922,Bet Dor,271.73365,-32.77451,0.82,0.012
HR 1923,,208.78002,-18.54234,-0.04,
HR 1924,,179.03608,-1.02546,0.16,
HR 1925,,158.38441,11.94524,0.84,0.081
HR 1926,Nu 1Col,231.88901,-27.60266,0.34,
HR 1927,,253.75751,-32.01343,1.16,
HR 1928,125    Tau,181.89908,-2.70873,-0.15,
HR 1929,,185.38045,-4.95168,0.06,
HR 193,22Omi Cas,121.7781,-14.57231,-0.07,
HR 1930,,267.42564,-32.743,1.45,
HR 1931,48Sig Ori,206.81635,-17.33582,-0.24,0.007
HR 1932,,206.81563,-17.32463,-0.19,0.007
HR 1933,,210.5286,-19.17041,-0.23,
HR 1934,47Ome Ori,200.73404,-14.03242,-0.11,
HR 1935,Nu 2Col,232.80466,-27.75182,0.46,0.047
HR 1936,,270.16411,-32.68573,0.85,
HR 1937,49    Ori,211.1651,-19.39766,0.13,0.042
HR 1938,,177.36907,0.34954,0.04,
HR 1939,,176.90358,0.66648,2.12,
HR 194,17Phi1Cet,116.689,-73.39323,1.01,0.022
HR 1940,,207.80687,-17.6101,0.27,
HR 1941,24    Cam,155.73507,13.67698,0.95,
HR 1942,,213.62289,-20.34616,-0.1,
HR 1943,23    Cam,151.34227,16.11916,0.9,
HR 1944,,221.62435,-23.71168,-0.12,
HR 1945,,179.04165,-0.50365,-0.11,
HR 1946,126    Tau,190.09311,-7.31362,-0.13,0.014
HR 1947,,246.20524,-30.52147,-0.09,
HR 1948,50Zet Ori,206.45234,-16.58536,-0.21,0.024
HR 1949,50Zet Ori,206.45253,-16.585,,0.024
HR 195,Lam2Scl,310.12359,-78.60532,1.16,0.01
HR 1950,,207.25204,-17.02511,-0.2,
HR 1951,,184.34689,-3.64583,-0.06,
HR 1952,,205.71276,-16.18607,-0.21,
HR 1953,Gam Men,287.92261,-30.96975,1.13,0.02
HR 1954,,184.93398,-3.96489,,
HR 1955,,204.39947,-15.43874,0.3,
HR 1956,Alp Col,238.80894,-28.85745,-0.12,0.001
