hr,alt_name,ra,dec,bv_color,parallax
639,63    Cet,32.8992,-1.8253,0.97,
640,55    Cas,33.6213,66.5244,0.63,
641,,33.4229,58.5611,0.6,
642,6    Tri,33.0929,30.3031,0.78,0.004
643,60    And,33.3054,44.2317,1.48,
644,,33.1562,24.1678,1.37,
645,,33.4012,51.0658,0.93,0.009
646,17Eta Ari,33.2004,21.2108,0.43,
647,,33.5108,47.4842,0.4,0.036
648,19    Ari,33.2637,15.2797,1.55,
649,65Xi 1Cet,33.25,8.8467,0.89,0.022
650,66    Cet,33.1979,-2.3936,0.57,0.045
651,,33.2537,-21.0003,1.01,
652,Mu  For,33.2271,-30.7239,-0.02,0.064
653,,33.9912,47.8114,,
654,,34.2154,57.0553,0.28,
655,7    Tri,33.9842,33.3589,-0.01,
656,20    Ari,33.9417,25.7831,0.44,
657,21    Ari,33.9283,25.0431,0.49,0.015
658,,33.8679,-9.4656,-0.02,
659,,33.6333,-41.1667,0.97,
660,8Del Tri,34.2633,34.2242,0.61,0.093
661,8    Per,34.4996,57.8997,1.17,
662,7    Per,34.5187,57.5167,1.05,
663,,34.3892,44.3069,,
664,9Gam Tri,34.3288,33.8472,0.02,0.039
665,,34.2933,23.7678,1.02,
666,67    Cet,34.2458,-6.4222,0.96,
667,Pi 1Hyi,33.5612,-67.8417,1.55,0.013
668,,35.0537,64.3372,-0.03,
669,22The Ari,34.5312,19.9011,0.01,
670,62    And,34.82,47.38,-0.01,0.015
671,,34.7954,46.4725,,
672,,34.5058,1.7578,0.6,0.038
673,,34.8446,48.9553,,
674,Phi Eri,34.1275,-51.5122,-0.12,
675,10    Tri,34.7375,28.6425,0.04,
676,,34.7417,23.1678,0.34,
677,,34.9054,39.835,-0.09,
678,Pi 2Hyi,33.8688,-67.7464,1.3,
679,,35.1725,47.3108,-0.08,
680,,35.0183,30.1883,,
681,68Omi Cet,34.8363,-2.9775,1.42,0.024
682,63    And,35.2425,50.1514,-0.13,
683,,34.7438,-25.9456,0.73,0.089
684,,34.92,-4.3456,0.08,
685,9    Per,35.5892,55.8456,0.37,
686,,34.8529,-41.8483,1.16,
687,,35.7096,41.3964,0.27,
688,,34.9762,-55.9447,1.55,
689,69    Cet,35.4858,0.3958,1.65,
690,,35.9658,55.3644,0.86,
691,70    Cet,35.5517,-0.885,0.31,
692,,35.5058,-10.7778,0.35,
693,,35.5208,-17.6622,1.23,
694,64    And,36.1037,50.0067,0.98,-0.001
695,Kap For,35.6358,-23.8164,0.6,0.077
696,10    Per,36.3167,56.61,0.31,
697,,35.7408,-18.3544,0.94,
698,,35.5492,-43.2,1,
699,65    And,36.4058,50.2786,1.53,0.011
700,,35.7771,-37.5764,1.61,
701,,35.7275,-51.0922,0.22,
702,24Xi  Ari,36.2042,10.6106,-0.1,
703,,36.0838,-25.8475,1.32,
704,71    Cet,36.2433,-2.78,0,
705,Del Hyi,35.4371,-68.6594,0.03,0.05
706,,36.1408,-40.8406,0.66,
707,Iot Cas,37.2667,67.4025,0.12,0.023
708,72Rho Cet,36.4875,-12.2906,-0.03,0.029
709,66    And,36.9658,50.5697,0.41,
710,,36.5013,-15.3411,0.15,0.015
711,,36.7792,27.0133,1.43,
712,11    Tri,36.8654,31.8014,1.12,
713,,36.6467,-20.0428,1.26,
714,Lam Hor,36.2246,-60.3119,0.39,0.023
715,Kap Hyi,35.7179,-73.6458,1.09,
716,,37.3542,55.5364,0.09,
717,12    Tri,37.0417,29.6694,,
718,73Xi 2Cet,37.0396,8.46,-0.06,0.03
719,,37,1.9608,0.97,
720,13    Tri,37.2021,29.9319,0.58,
721,Kap Eri,36.7463,-47.7039,-0.14,
722,,36.3596,-66.4947,1.54,
723,,37.3067,23.4689,0.15,
724,Phi For,37.0071,-33.8111,0.1,0.015
725,,37.3971,9.5658,1.02,
726,,37.5692,33.8339,1.07,
727,,37.1475,-31.1025,1.11,
728,,37.635,25.235,0.41,0.022
729,26    Ari,37.66,19.8553,0.25,
730,,37.4808,-22.6828,0.19,
731,27    Ari,37.7267,17.7039,0.9,
732,,37.6883,0.2553,0.17,
733,,37.5575,-25.1864,0.29,
734,,37.0183,-64.2997,-0.04,
735,,37.6367,-22.5456,1.61,
736,14    Tri,38.0258,36.1472,1.47,
737,,37.8754,2.2672,1.27,0.041
738,,38.2188,34.5425,1.07,
739,75    Cet,38.0392,-1.035,1.02,
740,76Sig Cet,38.0217,-15.2447,0.45,0.035
741,29    Ari,38.2254,15.0347,0.54,
742,,38.0617,-36.4275,1.02,
743,,39.5083,72.8183,0.88,0.011
744,Lam1For,38.2792,-34.65,1.06,
745,,38.4175,-20.0019,1.1,
746,,38.8662,39.6644,-0.1,
747,,39.4004,65.7456,1.56,
748,,38.9117,37.3122,1.39,
749,Ome For,38.4613,-28.2325,-0.05,
750,15    Tri,38.945,34.6875,1.66,0.016
751,,38.7671,7.4714,1.06,
752,77    Cet,38.6779,-7.8594,1.4,
753,,39.0204,6.8869,0.98,0.147
754,78Nu  Cet,38.9688,5.5933,0.87,0.002
755,,38.4775,-51.0936,0.52,
756,,39.2383,38.7328,0.48,
757,,39.1787,31.6075,1.05,
758,,39.2604,34.2639,1.55,0.008
759,80    Cet,39,-7.8317,1.59,
760,,39.3367,39.8958,-0.12,
761,,39.2767,32.8919,0.48,
762,,38.39,-62.5869,-0.06,
763,31    Ari,39.1579,12.4475,0.49,0.035
764,30    Ari,39.2404,24.6483,0.5,0.018
765,30    Ari,39.2521,24.6475,0.41,0.018
766,,39.1463,7.7297,1.04,
767,Iot1For,39.0387,-30.0447,1.02,
768,,39.5742,37.7267,0.47,
769,,39.6158,38.0894,-0.03,
770,,39.5033,7.6953,0.44,
771,81    Cet,39.4242,-3.3961,1.02,
772,Lam2For,39.2442,-34.5783,0.66,0.056
773,32Nu  Ari,39.7042,21.9614,0.16,0.013
774,,41.9483,81.4483,1.3,0.013
775,,39.6538,3.4431,1,
776,Mu  Hyi,37.9188,-79.1094,0.98,0.001
777,Iot2For,39.5779,-30.1942,0.48,
778,Eta Hor,39.3517,-52.5431,0.27,0.025
779,82Del Cet,39.8708,0.3286,-0.22,0.001
780,,39.6033,-37.9906,0.52,
781,83Eps Cet,39.8908,-11.8722,0.45,0.072
782,33    Ari,40.1712,27.0608,0.09,0.002
783,,40.0654,6.1119,0.4,
784,,40.0513,-9.4531,0.52,
785,11    Per,40.7617,55.1058,-0.13,
786,,40.0104,-30.6339,1.04,
787,,40.7487,53.5261,1.12,
788,12    Per,40.5621,40.1939,0.59,0.043
789,,39.95,-42.8917,0.06,0.028
790,84    Cet,40.3079,-0.6958,0.52,0.036
791,,41.2071,67.8247,0.1,
792,,40.7579,48.2656,,
793,34Mu  Ari,40.5917,20.0117,-0.02,
794,Iot Eri,40.1667,-39.8556,1.02,0.038
795,,40.4512,-3.2133,1.17,
796,,40.3917,-14.5494,0.43,
797,,40.6204,10.7417,0.06,
798,,39.8821,-64.2819,-0.08,
799,13The Per,41.05,49.2283,0.49,0.077
800,14    Per,41.0217,44.2969,0.9,
801,35    Ari,40.8629,27.7072,-0.13,
802,Zet Hor,40.165,-54.55,0.4,0.031
803,,40.9633,25.6381,0.08,0
804,86Gam Cet,40.825,3.2358,0.09,0.052
805,,40.5275,-38.3839,0.92,
806,Eps Hyi,39.8975,-68.2669,-0.06,
807,,40.5354,-46.5244,0.88,
808,36    Ari,41.0796,17.7639,1.07,
809,37Omi Ari,41.1371,15.3117,-0.01,
810,Iot Hor,40.6396,-50.8003,0.56,0.069
811,89Pi  Cet,41.0308,-13.8586,-0.14,
812,38    Ari,41.24,12.4458,0.24,0.027
813,87Mu  Cet,41.2354,10.1142,0.31,0.046
814,,40.8346,-40.5275,-0.02,0.009
815,,42.2313,69.6342,0.18,
816,,41.3371,4.7117,0.31,
817,,41.0854,-32.525,0.04,
818,1Tau1Eri,41.2758,-18.5725,0.48,0.072
819,,41.7429,35.9836,0.93,
820,,41.7646,35.555,,0.013
821,,41.0446,-52.5706,0.09,
822,,41.3187,-46.2872,1.36,
823,,40.8608,-66.7144,0.53,0.01
824,39    Ari,41.9771,29.2472,1.11,0.027
825,,42.3783,57.0842,0.89,
826,,41.6883,-21.6397,0.38,
827,,41.7967,-22.4856,0.39,
828,40    Ari,42.1338,18.2836,1.2,
829,,42.9946,68.8886,0.64,0.01
830,,42.1912,25.1881,-0.07,
831,,42.3629,37.3261,0.43,
832,,41.9833,-12.4606,1.56,
833,Gam Hor,41.3646,-63.7044,0.93,
834,15Eta Per,42.6742,55.8956,1.68,0.006
835,Eta1For,41.8904,-35.5508,0.96,
836,42Pi  Ari,42.3229,17.4642,-0.06,
837,Zet Hyi,41.3858,-67.6167,0.06,0.009
838,41    Ari,42.4958,27.2606,-0.1,0.034
839,,42.9396,58.3147,0.1,
840,16    Per,42.6463,38.3186,0.34,0.024
841,Bet For,42.2725,-32.4058,0.99,0.026
842,,42.9238,46.8419,0.89,
843,17    Per,42.8783,35.0597,1.56,0.004
844,Gam1For,42.4625,-24.5603,1.07,
845,Gam2For,42.4758,-27.9417,0.02,0.025
846,,43.2167,52.9978,0.07,-0.004
847,43Sig Ari,42.8733,15.0819,-0.09,
848,Eta2For,42.5617,-35.8436,0.9,
849,,43.3383,48.5694,1.18,
850,2Tau2Eri,42.7596,-21.0042,0.91,0.031
851,Eta3For,42.6683,-35.6761,1.25,0.017
852,Nu  Hor,42.2562,-62.8067,0.1,0.001
853,,42.6996,-39.9317,0.05,
854,18Tau Per,43.5646,52.7625,0.74,0.019
855,20    Per,43.4275,38.3375,0.41,0.011
856,,43.2988,16.4833,,
857,,43.1338,-12.7694,0.87,0.121
858,,42.9804,-30.8144,0.48,
859,,43.2104,-9.4411,0.19,
860,,43.9871,61.5211,0.45,
861,,44.1033,64.3325,2.03,
862,,43.3971,-22.3764,1.04,
863,Psi For,43.3933,-38.4369,0.44,
864,,44.2108,51.2608,1.57,
865,,44.1392,47.1639,1.34,
866,,43.08,-62.9097,1.25,
867,45Rho2Ari,43.9521,18.3317,1.47,0.014
868,,43.4704,-49.8903,2.11,0.013
869,46Rho3Ari,44.1087,18.0231,0.43,0.038
870,,44.0575,8.3817,0.48,
871,,43.5271,-50.8714,1.58,
872,Nu  Hyi,42.6188,-75.0669,1.33,0.011
873,21    Per,44.3221,31.9342,-0.01,0.003
874,3Eta Eri,44.1071,-8.8981,1.11,0.033
875,,44.1558,-3.7122,0.08,0.026
876,,44.5096,38.615,1.41,
877,,44.2692,4.5011,1.69,
878,47    Ari,44.5217,20.6686,0.41,0.03
879,22Pi  Per,44.6904,39.6628,0.06,0.009
880,,43.5871,-64.4356,1.39,
881,,46.5325,79.4186,1.57,0.008
882,24    Per,44.7654,35.1831,1.23,
883,4    Eri,44.3488,-23.8619,0.23,0.029
884,,44.3046,-29.8553,0.47,
885,,44.9579,47.2208,0.89,-0.007
886,,44.9162,41.0331,1.44,
887,48Eps Ari,44.8029,21.3403,0.04,0.005
888,48Eps Ari,44.8029,21.3403,0.04,0.005
889,6    Eri,44.5238,-23.6061,1.33,
890,,45.2175,52.3517,-0.05,
891,,45.2225,52.3522,0,
892,,44.675,-2.7825,0,0.016
893,,44.3862,-38.1911,-0.03,
894,,45.0492,38.1317,-0.06,
895,,44.6975,-9.7764,0.22,
896,91Lam Cet,44.9287,8.9075,-0.12,
897,The1Eri,44.5654,-40.3047,0.14,0.035
898,The2Eri,44.5679,-40.3044,0.08,0.035
899,5    Eri,44.9217,-2.465,-0.08,
900,,44.7775,-28.9069,1.04,
901,Zet For,44.9004,-25.2742,0.4,0.029
902,,45.1838,10.8703,1.59,
903,,44.9096,-32.5072,0,
904,7    Eri,45.2125,-2.8786,1.77,
905,49    Ari,45.4754,26.4622,0.14,
906,,47.9283,81.4706,0.15,0.018
907,8Rho1Eri,45.2917,-7.6628,1.05,
908,,45.4679,5.3361,1.05,
909,Bet Hor,44.6992,-64.0714,0.13,
910,93    Cet,45.5938,4.3528,-0.1,
911,92Alp Cet,45.57,4.0897,1.64,0.009
912,,45.4837,-9.9614,1.11,
913,,45.5387,-6.4947,0.6,
914,Eps For,45.4071,-28.0917,0.79,0.039
915,23Gam Per,46.1992,53.5064,0.7,0.016
916,,45.8763,28.2697,,
917,9Rho2Eri,45.6763,-7.6853,0.94,
918,,46.385,56.7058,1.02,0.005
919,11Tau3Eri,45.5979,-23.6244,0.16,0.059
920,,46.4162,56.0686,1.02,
921,25Rho Per,46.2942,38.8403,1.65,0.011
922,,46.8292,64.0578,-0.03,
923,,46.3367,40.5825,1.01,
924,,46.1696,15.8561,,
925,10Rho3Eri,46.0683,-7.6008,0.2,0.026
926,,46.1587,1.8636,1.04,
927,52    Ari,46.3613,25.2553,-0.02,0.004
928,52    Ari,46.3613,25.2553,,0.004
929,,45.7329,-46.975,1.3,
930,,47.0163,52.2133,-0.01,
931,,46.5988,13.1872,1.08,
932,,47.9846,74.3936,0.02,0.032
933,,46.9475,47.3083,0.12,
934,Mu  Hor,45.9033,-59.7378,0.34,0.025
935,,46.6396,-6.0886,1.6,
936,26Bet Per,47.0421,40.9556,-0.05,0.045
937,Iot Per,47.2667,49.6133,0.59,0.084
938,53    Ari,46.8571,17.88,-0.12,
939,The Hyi,45.5642,-71.9025,-0.14,0.103
940,54    Ari,47.0883,18.795,1.58,0.032
941,27Kap Per,47.3742,44.8572,0.98,0.033
942,,47.1613,8.4708,1.06,
943,,46.9621,-27.8311,0.16,
944,55    Ari,47.4029,29.0769,0.12,
945,,47.5367,27.82,0.01,
946,,47.6125,26.8964,1.28,
947,28Ome Per,47.8225,39.6117,1.11,0.023
948,,47.6621,11.8725,-0.06,
949,,48.11,47.7258,1.43,
950,,48.04,42.3761,-0.09,
951,57Del Ari,47.9075,19.7267,1.03,0.027
952,,47.8413,13.0478,1.02,
953,,47.6475,-23.7383,0.93,
954,56    Ari,48.0592,27.2569,-0.12,
955,,47.8283,-3.8117,1.66,
956,,48.35,48.1769,0.97,
957,,47.82,-16.0253,1.2,
958,,48.11,6.6608,1.08,
959,,46.955,-69.2656,1.02,
960,,47.6142,-48.7342,1.12,
961,,50.0821,77.7347,0.19,0.014
962,94    Cet,48.1933,-1.1961,0.57,0.057
963,Alp For,48.0179,-28.9869,0.52,0.075
964,,48.95,57.1408,0.73,
965,,53.0838,84.9111,0.92,0.026
966,,48.7363,42.5039,1.07,
967,,49.3817,65.6586,0.09,0.005
968,,48.1075,-44.4197,0.44,0.025
969,,49.0508,50.9378,1.15,0.01
970,,48.2562,-35.9439,-0.08,
971,,48.8354,30.5567,0.01,
972,58Zet Ari,48.7254,21.0444,-0.01,0.02
973,,49.0196,45.3458,1.67,
974,,48.4083,-29.8042,1.05,
975,,48.9458,32.8564,0.37,
976,,49.0079,34.6886,0.28,
977,,48.1383,-57.3217,2.28,
978,,49.1463,32.1836,0.99,
979,,49.2975,40.4833,,0.004
980,,48.7508,-26.1003,0.04,
981,,46.8833,-78.9894,0.3,
982,30    Per,49.4475,44.025,-0.06,
983,,49.0037,-5.9186,-0.02,0.039
984,13Zet Eri,48.9583,-8.8197,0.23,0.025
985,,49.9975,65.6522,-0.15,0.009
986,,49.4408,39.2833,0.07,
987,29    Per,49.6575,50.2222,-0.06,
988,14    Eri,49.1488,-9.1544,0.4,
989,31    Per,49.7817,50.095,-0.06,
990,,49.0471,-30.8275,-0.07,
991,,49.6825,34.2228,1.49,0.012
992,95    Cet,49.5933,-0.9303,1.04,0.017
993,,49.5117,-28.7969,0.33,
994,15    Eri,49.5921,-22.5114,0.9,0.028
995,59    Ari,49.9825,27.0711,0.86,
996,96Kap1Cet,49.8404,3.3703,0.68,0.108
997,,49.6717,-18.5597,0.37,0.029
998,,49.3608,-47.7517,1.24,
999,,50.085,29.0483,1.55,-0.008
1000,60    Ari,50.1067,25.6628,1.24,
1001,,50.4692,49.0708,0.43,0.015
1002,32    Per,50.3604,43.3294,0.04,0.026
1003,16Tau4Eri,49.8792,-21.7578,1.62,-0.013
1004,,49.895,-24.1231,1.66,
1005,61Tau1Ari,50.3067,21.1469,-0.07,
1006,Zet1Ret,49.4425,-62.5753,0.64,0.097
1007,97Kap2Cet,50.2783,3.6756,0.97,
1008,,49.9821,-43.0697,0.71,0.156
1009,,51.1688,64.5861,2.08,0.009
1010,Zet2Ret,49.5537,-62.5064,0.6,0.091
1011,,50.805,49.2133,-0.07,
1012,62    Ari,50.5496,27.6075,1.1,
1013,,50.1883,-26.6064,0.54,
1014,,49.4958,-66.9269,0.13,
1015,63Tau2Ari,50.6883,20.7419,1.24,0.008
1016,,50.35,-23.6353,0.88,
1017,33Alp Per,51.0808,49.8611,0.48,0.016
1018,,50.5679,-25.5878,0.01,
1019,,51.1237,33.5358,-0.03,
1020,,51.4517,53.9217,0.29,
1021,,50.3887,-47.7769,1,
1022,64    Ari,51.0771,24.7242,1.19,
1023,,50.9129,4.8819,0.86,
1024,,50.8242,-7.7942,0.7,0.034
1025,Iot Hyi,48.99,-77.3883,0.44,
1026,,51.2892,41.2572,,
1027,65    Ari,51.1087,20.8036,-0.04,
1028,,51.0421,12.6294,1.23,
1029,,51.4892,49.1208,-0.07,
1030,1Omi Tau,51.2033,9.0289,0.89,0.016
1031,,50.9358,-32.7072,1.37,
1032,,52.5812,71.8639,1.8,
1033,,52.0983,60.2556,0.02,0.006
1034,,52.0129,49.0628,-0.09,
1035,,52.2671,59.9403,0.41,
1036,,51.7633,18.7564,0.15,
1037,,52.2183,49.8483,-0.04,
1038,2Xi  Tau,51.7925,9.7328,-0.09,-0.017
1039,,51.8279,12.735,-0.02,
1040,,52.4787,58.8786,0.56,
1041,,52.0867,33.8075,0.02,
1042,Chi1For,51.4825,-35.9208,0.08,
1043,,52.5471,59.3661,0.08,0.004
1044,34    Per,52.3421,49.5089,-0.09,0.018
1045,,51.5938,-27.3175,0.94,
1046,,52.5008,55.4519,0.05,0.025
1047,,52.3592,46.9378,0.13,
1048,66    Ari,52.1108,22.8042,0.95,
1049,,51.5488,-41.6369,0.06,
1050,,52.0042,-11.2867,1.1,
1051,,52.6542,48.1036,-0.04,
1052,35Sig Per,52.6437,47.9953,1.35,0.004
1053,,51.0104,-69.6247,0.48,
1054,Chi2For,51.8892,-35.6814,1.29,
1055,,53.8017,73.3469,0.03,
1056,,52.8725,49.2097,0.09,
1057,NOVA 1901,52.79917,43.90472,,
1058,Chi3For,52.0479,-35.8533,0.13,
1059,,52.9546,49.4008,0.09,
1060,,52.4129,-6.805,1.02,
1061,4    Tau,52.6021,11.3364,-0.03,0.002
1062,,52.4,-12.6747,0.17,
1063,,53.0358,48.0236,-0.1,
1064,,51.4008,-69.3364,0.42,
1065,,52.8367,27.5719,,0.009
1066,5    Tau,52.7183,12.9367,1.12,-0.012
1067,,52.6892,6.1886,0.96,
1068,,53.3838,58.765,0.14,0.009
1069,36    Per,53.1096,46.0569,0.4,0.031
1070,17    Eri,52.6546,-5.0753,-0.09,
1071,,53.4217,57.8689,0.51,
1072,,53.1629,44.8556,0.03,
1073,,53.4125,54.9747,0.11,
1074,,53.1667,35.4617,-0.06,
1075,,52.4792,-42.6342,0.22,
1076,,52.5567,-41.37,0.48,
1077,,53.7533,60.0411,0.39,0.021
1078,,53.3963,39.8994,0.11,
1079,6    Tau,53.15,9.3736,-0.08,
1080,,54.8533,75.7397,0.97,
1081,,52.6542,-47.3753,0.11,
1082,,52.9746,-25.6142,0.12,
1083,Kap Ret,52.3446,-62.9375,0.4,0.06
1084,18Eps Eri,53.2325,-9.4583,0.88,0.303
1085,,53.5346,17.8328,0.89,0.022
1086,7    Tau,53.6108,24.4644,0.13,0.006
1087,37Psi Per,54.1225,48.1928,-0.06,
1088,19Tau5Eri,53.4471,-21.6328,-0.11,
1089,,53.705,6.4178,0.63,
1090,,53.145,-50.3786,1.1,
1091,,53.6558,-9.8686,0.02,
1092,,52.715,-66.4897,-0.06,
1093,,53.4867,-31.0803,0.48,0.024
1094,,54.5821,56.9328,-0.13,
1095,,53.6396,-31.8747,1.4,
1096,,53.215,-61.0169,1.04,
1097,,54.5008,42.5831,-0.06,
1098,,53.9904,-11.1936,0.91,
1099,,54.1971,0.5878,0.92,0.032
1100,20    Eri,54.0725,-17.4669,-0.13,0.014
1101,10    Tau,54.2183,0.4017,0.58,0.054
1102,,54.4492,15.4308,0.17,
1103,,54.7504,20.9158,0.15,
1104,,53.6029,-65.7644,0.17,
1105,,55.5387,63.2167,1.63,0.002
1106,,54.2738,-40.2747,1.04,0.011
1107,,62.5062,86.6261,0.37,0.022
1108,,54.6217,-7.3917,0.98,
1109,,52.495,-78.3519,0.93,
1110,,54.8571,16.5367,1,
1111,21    Eri,54.7546,-5.6261,0.92,0.028
1112,,55.6779,59.9694,1.71,
1113,,55.2829,37.58,-0.07,
1114,Tau For,54.6987,-27.9431,-0.02,
1115,12    Tau,54.9629,3.0569,0.94,
1116,,54.9096,-3.3931,1.04,
1117,,54.8558,-10.4372,1.03,
1118,11    Tau,55.1929,25.3294,0.06,
1119,,54.9979,-1.1206,1,
1120,,55.0475,-15.2267,0.88,
1121,22    Eri,55.1596,-5.2106,-0.15,
1122,39Del Per,55.7313,47.7875,-0.13,0.016
1123,40    Per,55.5938,33.965,-0.01,
1124,,56.5037,67.2017,0.35,0.004
1125,,55.3075,-11.8031,0.36,
1126,13    Tau,55.5788,19.7003,-0.01,
1127,,56.0267,48.5236,1.55,
1128,,55.3433,-19.5847,0.09,
1129,,56.5096,63.345,0.8,0
1130,,56.1704,46.0997,0.28,
1131,38Omi Per,56.0796,32.2883,0.05,0.023
1132,14    Tau,55.9467,19.665,1.01,
1133,,56.1308,36.46,0.06,
1134,Del For,55.5621,-31.9383,-0.16,
1135,41Nu  Per,56.2983,42.5786,0.42,0.02
1136,23Del Eri,55.8121,-9.7633,0.92,0.109
1137,,56.1171,20.9286,0.01,
1138,,57.3075,70.8711,0.09,0.017
1139,,55.8908,-10.4856,0.22,
1140,16    Tau,56.2008,24.2894,-0.04,0.012
1141,,56.4971,45.6819,-0.07,
1142,17    Tau,56.2188,24.1133,-0.11,0.02
1143,,55.7088,-37.3136,1.2,0.028
1144,18    Tau,56.2904,24.8392,-0.07,
1145,19    Tau,56.3021,24.4672,-0.11,
1146,24    Eri,56.1271,-1.1631,-0.1,
1147,,56.8842,55.9225,-0.03,
1148,Gam Cam,57.5896,71.3322,0.03,0.012
1149,20    Tau,56.4567,24.3678,-0.07,
1150,25    Eri,56.2354,-0.2967,1.42,
1151,21    Tau,56.4767,24.5547,-0.04,
1152,22    Tau,56.5121,24.5281,-0.02,
1153,29    Tau,56.4183,6.05,-0.12,
1154,,54.125,-78.3231,1.15,
1155,,57.38,65.5261,1.88,0.014
1156,23    Tau,56.5817,23.9483,-0.06,
1157,,56.0258,-40.6603,1.06,
1158,,57.4029,63.2972,0.18,
1159,,56.5396,6.8031,0.99,
1160,,57.0762,50.7367,0.06,
1161,,57.3317,57.1181,0.06,
1162,26Pi  Eri,56.5354,-12.1017,1.63,0
1163,,56.9692,33.6,0.08,0.005
1164,,56.9538,32.195,0.47,
1165,25Eta Tau,56.8713,24.105,-0.09,0.008
1166,,57.9242,68.5075,-0.08,
1167,,56.2108,-48.0614,1.02,
1168,,56.1408,-54.2739,1.04,
1169,,56.3158,-47.3597,0.96,
1170,,57.2842,43.9631,0.29,
1171,Sig For,56.6142,-29.3381,0.12,
1172,,57.0871,23.4211,-0.07,
1173,27Tau6Eri,56.7121,-23.2497,0.42,0.059
1174,30    Tau,57.0679,11.1433,-0.13,0.011
1175,Bet Ret,56.05,-64.8069,1.13,0.042
1176,,57.5187,44.9678,0.76,
1177,42    Per,57.3858,33.0914,0.07,-0.003
1178,27    Tau,57.2904,24.0533,-0.09,-0.026
1179,,56.8338,-29.9019,0.49,
1180,28    Tau,57.2967,24.1367,-0.08,-0.012
1181,28Tau7Eri,56.915,-23.8747,0.07,0.014
1182,,57.1621,0.2278,1.23,
1183,,57.4313,23.7117,-0.05,
1184,Rho For,56.9833,-30.1678,0.98,0.008
1185,,57.4792,22.2444,-0.01,
1186,,56.9567,-36.1058,-0.1,
1187,,57.1492,-20.9031,1.64,
1188,,57.5788,25.5794,0.21,0.018
1189,,57.1475,-37.6222,0.01,0.024
1190,,57.1496,-37.6206,-0.03,0.024
1191,,57.9738,34.3592,0,
1192,,58.4304,57.975,0.18,
1193,,57.9025,22.0317,,
1194,,57.8158,13.0458,-0.07,
1195,,57.3638,-36.2003,0.95,0.025
1196,,59.1258,71.8217,0.3,
1197,,58.0179,31.1683,0.2,
1198,,58.4113,48.6506,1.05,0.02
1199,31    Tau,58.0008,6.5347,0.06,
1200,,57.6567,-36.4253,-0.04,
1201,,58.2917,17.3269,0.34,0.03
1202,30    Eri,58.1733,-5.3614,-0.1,0.018
1203,44Zet Per,58.5329,31.8836,0.12,0.01
1204,,59.3563,63.0722,-0.09,
1205,,59.2846,61.1089,1.45,0.015
1206,,58.3042,-18.4344,0.88,
1207,,58.9925,47.8714,-0.08,
1208,Gam Hyi,56.8096,-74.2389,1.62,0.005
1209,,58.8458,31.0458,0.29,-0.002
1210,43    Per,59.1521,50.6953,0.41,0.036
1211,32    Eri,58.5725,-2.9528,0.09,0.004
1212,32    Eri,58.5729,-2.9547,0.94,0.004
1213,33Tau8Eri,58.4275,-24.6125,-0.13,
1214,,58.4121,-34.7322,-0.13,
1215,,59.1196,35.0811,-0.03,
1216,,58.3887,-46.8936,1.24,
1217,,58.8179,-12.0992,0.32,
1218,32    Tau,59.2171,22.4781,0.3,0.03
1219,,58.5967,-40.3572,0.6,
1220,45Eps Per,59.4633,40.0103,-0.18,0.009
1221,33    Tau,59.2658,23.1756,0.02,
1222,,59.36,24.4619,1.37,
1223,,59.5129,34.8144,0.23,
1224,,59.2571,6.04,0.06,
1225,,59.1579,-9.7508,0.28,
1226,,59.6213,38.8403,1.08,
1227,,58.6417,-52.6906,0.16,
1228,46Xi  Per,59.7412,35.7911,0.01,-0.004
1229,,59.9167,38.8206,0.1,0.005
1230,,62.5117,80.6986,0.56,0.005
1231,34Gam Eri,59.5075,-13.5086,1.59,0.01
1232,,59.7179,-5.47,1,
1233,,59.9196,10.3308,0.42,
1234,,60.3112,36.99,-0.01,
1235,,59.8754,-12.5742,1.48,
1236,,59.0167,-63.4636,1.1,
1237,,60.1538,17.2967,0.06,
1238,,60.2033,18.1939,0.32,
1239,35Lam Tau,60.17,12.4903,-0.12,0.002
1240,36Tau9Eri,59.9813,-24.0164,-0.13,0.015
1241,,61.5129,68.68,1.54,
1242,,61.1133,59.1556,0.5,
1243,,60.4421,9.9978,0.02,
1244,35    Eri,60.3833,-1.5497,-0.15,
1245,,59.6787,-57.1025,0.44,
1246,,60.1696,-30.4908,0.04,
1247,Del Ret,59.6862,-61.4003,1.62,-0.001
1248,,61.6625,65.5208,0.14,
1249,,60.6529,-0.2689,0.5,0.057
1250,,60.0654,-51.5647,1.64,
1251,38Nu  Tau,60.7892,5.9892,0.03,0.03
1252,36    Tau,61.0904,24.1058,0.86,0.014
1253,40    Tau,60.9358,5.4356,-0.08,
1254,,60.9858,8.1972,0.37,0.03
1255,,61.6525,54.0086,0.99,
1256,37    Tau,61.1738,22.0819,1.07,0.013
1257,,61.0412,2.8269,0.5,0.02
1258,,60.8529,-20.1442,-0.18,
1259,,60.9033,-20.1583,1.22,
1260,,61.9629,62.33,0.42,
1261,47Lam Per,61.6458,50.3514,0.02,
1262,39    Tau,61.3342,22.0089,0.62,0.063
1263,,61.0363,-16.5889,1.26,
1264,Gam Ret,60.2242,-62.1594,1.65,
1265,,61.0946,-12.7925,1.08,
1266,Iot Ret,60.3258,-61.0789,1.42,0.014
1267,,61.1708,-20.3817,1.16,
1268,41    Tau,61.6517,27.6,-0.13,
1269,42Psi Tau,61.7521,29.0014,0.34,
