hr,alt_name,ra,dec,bv_color,parallax
7762,,304.3712,42.7219,1.64,
7763,34    Cyg,304.4467,38.0331,0.42,0.004
7764,,305.1171,-29.1972,0.17,
7765,,305.2162,-35.6736,1.31,
7766,,305.4208,-49.9994,0.55,0.045
7767,,304.5292,40.7322,0.1,0.007
7768,,304.9304,-1.0786,1.09,
7769,36    Cyg,304.6192,37,0.06,
7770,35    Cyg,304.6629,34.9828,0.65,0.007
7771,,304.8717,13.2169,1.63,
7772,,305.1088,-6.3617,1.55,
7773,8Nu  Cap,305.1658,-12.7592,-0.05,0.021
7774,,305.0008,13.5481,0.31,
7775,,305.1942,-14.785,-0.02,0.01
7776,9Bet Cap,305.2529,-14.7814,0.79,0.01
7777,,304.7067,46.3228,-0.13,
7778,,305.0854,14.5692,0.91,
7779,Kap1Sgr,305.6146,-42.0497,0,0.035
7780,,305.0892,17.7931,1.49,
7781,,304.6033,55.3972,0.11,0.003
7782,,304.9513,37.1325,0,
7783,,304.3804,66.8539,0.58,0.067
7784,,305.0633,39.4033,0.06,0.003
7785,,308.3229,-80.965,1.14,
7786,,304.9838,46.8375,-0.06,
7787,Kap2Sgr,305.9717,-42.4228,0.2,0.016
7788,,305.7533,-9.6547,0.91,
7789,25    Vul,305.5142,24.4461,-0.06,-0.008
7790,Alp Pav,306.4121,-56.735,-0.2,
7791,,305.1267,53.5961,1.56,
7792,71    Dra,304.9029,62.2575,-0.05,
7793,,305.7179,14.5514,0.51,0.034
7794,,305.7946,5.3431,0.97,0.002
7795,,305.5125,41.1314,1.07,
7796,37Gam Cyg,305.5571,40.2567,0.68,0.003
7797,,305.6558,31.265,1.35,
7798,,305.5225,45.795,1.08,
7799,,306.4496,-40.7964,1.36,
7800,,305.6888,41.0261,1.6,
7801,,306.3617,-28.6633,1.1,0.038
7802,,305.7313,42.9833,0.95,0.014
7803,,306.1562,1.0686,-0.04,
7804,,305.025,68.8803,1.59,
7805,,305.2975,63.9803,1.56,
7806,39    Cyg,305.9654,32.19,1.33,0.014
7807,,305.935,37.4764,-0.2,
7808,,306.7208,-37.4031,0.97,0.042
7809,,306.4271,-2.8003,1.19,
7810,,306.4333,10.0564,1.56,
7811,,306.4188,21.4097,0.93,
7812,,309.5775,-81.2889,1.71,
7813,,306.505,19.865,1.02,
7814,10Pi  Cap,306.83,-18.2117,-0.07,
7815,,306.135,53.5519,0.01,
7816,,306.5967,17.3156,1.01,
7817,,307.1946,-35.5958,-0.11,
7818,,306.2712,59.6,0.09,0.005
7819,,307.1817,-15.7417,0.99,
7820,,307.0312,8.4375,1.08,
7821,68    Aql,307.1038,-3.3578,-0.06,
7822,11Rho Cap,307.215,-17.8136,0.38,0.047
7823,,306.7821,34.3289,0.48,
7824,,307.07,2.9369,0.9,
7825,,307.3804,-22.3917,1.55,
7826,40    Cyg,306.8929,38.4403,0.06,0.021
7827,,306.5979,56.6389,0,
7828,43    Cyg,306.7596,49.3833,0.26,0.012
7829,12Omi Cap,307.4688,-18.5867,0.22,
7830,12Omi Cap,307.4746,-18.5833,0.08,
7831,69    Aql,307.4125,-2.8856,1.15,0.021
7832,,307.7367,-29.1125,0.21,
7833,,307.3379,20.0878,0.23,
7834,41    Cyg,307.3488,30.3686,0.4,0.014
7835,42    Cyg,307.335,36.4547,0.52,
7836,1    Del,307.575,10.8958,-0.03,0
7837,,307.7679,-15.0564,0.79,
7838,,308.9654,-69.6111,1.29,
7839,,307.7421,20.6058,0.15,
7840,,307.8042,11.2606,0.03,
7841,,307.4996,45.9286,1.13,0.007
7842,,308.2183,-24.9439,-0.01,
7843,,307.3629,56.0681,-0.04,
7844,45Ome1Cyg,307.5146,48.9517,-0.09,
7845,,308.0988,-9.8533,0.69,0.033
7846,Nu  Mic,308.4796,-44.5161,1.01,0.007
7847,44    Cyg,307.7467,36.9358,1.01,
7848,Phi1Pav,308.895,-60.5817,0.28,0.026
7849,,307.9925,25.8044,0.26,0.009
7850,2The Cep,307.3954,62.9942,0.2,0.038
7851,46Ome2Cyg,307.8283,49.2203,1.55,
7852,2Eps Del,308.3033,11.3033,-0.13,0.025
7853,,308.7313,-38.0897,0.26,
7854,,307.8379,52.3097,1.01,
7855,,308.5487,-13.7211,0.54,
7856,,308.6975,-30.4736,-0.08,
7857,,308.4733,10.0597,0.08,
7858,3Eta Del,308.4875,13.0272,0.07,0.01
7859,Rho Pav,309.3971,-61.53,0.43,0.003
7860,,307.9438,56.78,1.43,
7861,,308.2179,43.1917,-0.11,
7862,,308.5417,20.9853,-0.14,
7863,Mu 1Oct,310.5121,-76.1806,0.44,
7864,Mu 2Oct,310.4321,-75.3506,0.62,
7865,,308.8842,-16.5258,0.2,
7866,47    Cyg,308.4758,35.2508,1.6,0.002
7867,,308.4517,41.7722,1,
7868,,307.5029,72.5317,1.35,
7869,Alp Ind,309.3917,-47.2914,1,0.046
7870,,308.4788,46.6939,-0.16,
7871,4Zet Del,308.8271,14.6742,0.11,0.015
7872,,309.9642,-62.9078,1.1,
7873,70    Aql,309.1817,-2.55,1.6,0.016
7874,26    Vul,309.0346,25.8825,0.21,
7875,Phi2Pav,310.0108,-60.5489,0.53,0.048
7876,,308.71,51.8542,0.41,
7877,,309.4671,-25.1089,0.33,
7878,,309.3263,0.0969,-0.08,
7879,73    Dra,307.8767,74.9547,0.07,0.012
7880,27    Vul,309.2696,26.4619,-0.07,
7881,Ups Pav,310.4879,-66.7608,-0.06,
7882,6Bet Del,309.3875,14.5953,0.44,0.028
7883,5Iot Del,309.4546,11.3778,0.06,0.024
7884,71    Aql,309.5846,-1.1053,0.95,0.01
7885,48    Cyg,309.3825,31.5725,-0.09,
7886,,309.4775,18.2692,1.48,
7887,,309.3858,31.5219,0.34,
7888,,309.3483,38.3286,0.99,
7889,14Tau Cap,309.8183,-14.9547,-0.12,0.005
7890,,309.805,-2.4128,-0.1,
7891,29    Vul,309.6304,21.2011,-0.02,0.002
7892,8The Del,309.6829,13.315,1.53,
7893,,310.0825,-33.4319,1.12,
7894,28    Vul,309.6329,24.1161,-0.14,
7895,,309.6462,23.6806,0.98,
7896,7Kap Del,309.7825,10.0861,0.72,0.026
7897,1    Aqr,309.8538,0.4864,1.06,0.01
7898,,310.0487,-23.7739,0.72,0.07
7899,,309.7708,15.8381,-0.14,
7900,15Ups Cap,310.0125,-18.1386,1.66,0.019
7901,75    Dra,307.0608,81.4228,1.02,0.012
7902,,310.15,-26.645,0.57,
7903,,309.7942,21.8172,-0.06,
7904,,309.7479,30.3344,1.09,0.013
7905,,310.1354,-16.1242,1,
7906,9Alp Del,309.9096,15.9119,-0.06,0.008
7907,,309.9658,11.2497,0.55,
7908,74    Dra,307.3646,81.0914,0.92,0.022
7909,,310.3488,-31.5983,1.53,0.023
7910,,310.3504,-26,1.22,
7911,,309.8888,40.5794,-0.16,0.003
7912,,309.8463,45.6669,-0.06,
7913,Bet Pav,311.2396,-66.2031,0.16,0.035
7914,,310.1883,19.9353,0.63,0.05
7915,,310.7208,-39.5586,1.08,
7916,,309.7508,56.005,,
7917,,310.1508,29.8053,0.14,0.01
7918,10    Del,310.3175,14.5831,1.24,
7919,,310.0129,43.4586,1.19,
7920,Eta Ind,311.0096,-51.9211,0.27,0.049
7921,49    Cyg,310.2608,32.3072,0.88,0.004
7922,,310.2517,39.0822,-0.12,
7923,,310.4925,17.5214,0.94,
7924,50Alp Cyg,310.3579,45.2803,0.09,-0.006
7925,,310.0746,60.5053,0.46,0.021
7926,,310.4854,41.7169,-0.12,
7927,,310.5925,35.4561,-0.16,
7928,11Del Del,310.8646,15.0744,0.32,0.013
7929,51    Cyg,310.5525,50.34,-0.1,
7930,,307.2629,83.6256,0.13,
7931,,311.305,-27.2472,0.94,
7932,,310.8508,35.5878,1.23,-0.008
7933,,311.5837,-39.1992,-0.1,
7934,Sig Pav,312.3254,-68.7764,1.12,0
7935,,311.5775,-36.1203,0.39,
7936,16Psi Cap,311.5237,-25.2708,0.43,0.098
7937,17    Cap,311.5417,-21.5142,0.04,
7938,,310.6654,60.6014,0.01,
7939,30    Vul,311.2188,25.2706,1.18,0.006
7940,,310.8062,57.1142,0.33,
7941,,311.3675,18.0903,1.68,
7942,52    Cyg,311.4154,30.7197,1.05,0.015
7943,Iot Mic,312.1217,-43.9886,0.35,0.051
7944,,311.0917,56.4881,1.67,
7945,4    Cep,310.7958,66.6575,0.22,0.034
7946,,311.765,-2.4867,1.55,
7947,12Gam1Del,311.6613,16.1244,0.49,0.026
7948,12Gam2Del,311.6646,16.1242,1.04,0.026
7949,53Eps Cyg,311.5529,33.9703,1.03,0.057
7950,2Eps Aqr,311.9192,-9.4958,0,0.021
7951,3    Aqr,311.9342,-5.0278,1.65,0.008
7952,Zet Ind,312.3708,-46.2269,1.52,0.012
7953,13    Del,311.9513,6.0083,-0.02,0.002
7954,,311.9492,3.3067,-0.02,
7955,,311.3379,57.5797,0.54,0.046
7956,,311.795,34.3742,1.32,0.005
7957,3Eta Cep,311.3225,61.8389,0.92,0.071
7958,,311.6604,46.5317,0.03,
7959,,312.9096,-62.4292,0.15,0.009
7960,,312.9117,-62.4292,0.17,0.009
7961,,312.3233,-25.7814,-0.07,
7962,,311.5883,52.9953,1.12,0.008
7963,54Lam Cyg,311.8521,36.4908,-0.11,0.008
7964,,312.3354,-18.0358,1.42,
7965,Alp Mic,312.4921,-33.7797,1,0.012
7966,,311.8367,45.5797,1.61,
7967,,311.1379,69.7519,,0.002
7968,Iot Ind,312.8754,-51.6083,1.13,0.001
7969,,311.9554,47.8319,1.46,
7970,,312.6963,-32.0544,1.54,
7971,,312.7529,-37.9133,1.38,
7972,,311.97,52.4072,0.89,0.018
7973,15    Del,312.4075,12.5453,0.43,0.03
7974,14    Del,312.4513,7.8642,0.02,
7975,,312.4962,5.5447,0.98,
7976,,312.6742,-12.545,1.07,0.021
7977,55    Cyg,312.2346,46.1142,0.41,0.017
7978,,312.1779,51.9106,-0.07,
7979,Bet Mic,312.995,-33.1772,0.03,
7980,18Ome Cap,312.9554,-26.9192,1.64,0.001
7981,,312.6542,18.0514,0.04,
7982,4    Aqr,312.8571,-5.6264,0.46,0.028
7983,,312.4779,46.6611,-0.07,
7984,56    Cyg,312.5204,44.0594,0.2,0.025
7985,5    Aqr,313.0363,-5.5069,-0.08,-0.009
7986,Bet Ind,313.7025,-58.4542,1.25,-0.005
7987,,313.4175,-39.81,1.32,0.02
7988,,312.8675,28.2506,0.72,0.006
7989,,313.255,-23.7831,0.88,
7990,6Mu  Aqr,313.1633,-8.9833,0.32,0.019
7991,,313.3542,-30.7186,1.09,
7992,,313.6458,-50.7278,-0.12,
7993,,312.3225,64.0422,0.07,
7994,,313.2733,-11.5736,0.67,
7995,31    Vul,313.0321,27.0969,0.83,0.036
7996,,313.0013,32.8492,-0.15,
7997,,313.5283,-27.9256,1.6,
7998,,313.4933,-6.8897,0.37,
7999,,313.2808,29.6494,1.09,
8000,19    Cap,313.6996,-17.9231,1.12,
8001,57    Cyg,313.3117,44.3872,-0.14,
8002,76    Dra,310.6467,82.5311,0,
8003,,313.3275,45.1819,1.1,-0.005
8004,,313.36,42.4103,-0.04,
8005,,313.4746,33.4378,1.52,
8006,,313.7838,-1.3733,0.29,
8007,,313.5933,28.5219,-0.13,
8008,32    Vul,313.64,28.0575,1.48,0.003
8009,,313.5929,40.7031,-0.07,
8010,,313.9196,4.5328,0.82,-0.012
8011,17    Del,313.9029,13.7214,1.12,0.017
8012,16    Del,313.9108,12.5686,0.12,
8013,,314.1971,-26.2964,0.5,0.039
8014,,314.0763,-3.5614,-0.1,
8015,7    Aqr,314.225,-9.6975,1.47,
8016,,311.8892,80.5522,1.12,0.011
8017,,314.2942,0.4636,1.22,
8018,,314.4192,-16.0317,0.18,
8019,,315.3671,-68.2097,0.1,
8020,,313.9575,47.4178,0.47,
8021,Alp Oct,316.1792,-77.0239,0.49,0.025
8022,,314.0537,51.075,-0.1,
8023,,314.1446,44.925,0.05,
8024,,314.6746,-14.4828,0.23,
8025,,314.1063,50.7286,0.3,
8026,,314.1079,49.1958,1.04,0.004
8027,,315.0896,-51.2653,0.47,
8028,58Nu  Cyg,314.2933,41.1672,0.02,0.01
8029,,314.0708,56.8875,-0.18,
8030,18    Del,314.6079,10.8392,0.93,
8031,,314.9987,-36.1297,0.39,
8032,33    Vul,314.5683,22.3258,1.4,
8033,20    Cap,314.9004,-19.0353,-0.13,
8034,1Eps Equ,314.7683,4.2936,0.46,0.021
8035,,314.5812,44.4717,0.97,0.016
8036,,314.6283,41.9403,-0.08,
8037,,314.9617,16.8242,0.38,
8038,,315.0162,7.5164,0.26,0.009
8039,Gam Mic,315.3229,-32.2578,0.89,0.034
8040,,314.6254,50.4622,-0.15,0.008
8041,11    Aqr,315.1408,-4.7303,0.63,0.033
8042,,315.5525,-43.0019,0.68,0.018
8043,,313.6846,75.9256,0.93,
8044,,315.1154,19.3294,1.61,0.01
8045,,315.4388,-26.8811,0.06,
8046,,315.6133,-38.5306,1.11,0.018
8047,59    Cyg,314.9567,47.5211,-0.05,
8048,Zet Mic,315.7417,-38.6317,0.41,0.024
8049,,314.8558,59.4386,1.4,0.002
8050,,315.7925,-27.7319,0.95,
8051,,315.3037,36.0261,0.98,
8052,,317.1996,-76.2125,1.23,
8053,60    Cyg,315.2954,46.1558,-0.21,
8054,,315.7483,-0.9247,-0.1,
8055,Mu  Ind,316.3092,-54.7272,1.21,0.023
8056,,315.7625,1.5319,0.48,0.035
8057,,315.7575,14.73,1.67,
8058,12    Aqr,316.0192,-5.8233,,0.003
8059,12    Aqr,316.0196,-5.8231,0.68,0.003
8060,22Eta Cap,316.1013,-19.855,0.17,0.055
8061,,317.3429,-73.1731,0.59,0.048
8062,,315.6004,44.7911,1.69,
8063,,315.77,38.6575,1.01,
8064,,315.7021,45.8489,-0.15,0.009
8065,,315.5379,56.6697,-0.07,0.004
8066,3    Equ,316.1446,5.5028,1.65,0.011
8067,,316.1737,2.9419,1.05,
8068,,316.1892,2.2697,0.97,
8069,Eta Mic,316.6063,-41.3861,1.35,
8070,Del Mic,316.505,-30.125,1.03,
8071,,315.9671,41.6281,0.38,
8072,,315.8583,50.3519,0.98,
8073,,317.1371,-63.9289,1.18,
8074,,315.9304,46.8619,0.25,
8075,23The Cap,316.4867,-17.2328,-0.01,0.017
8076,,316.6029,-32.3417,1.1,0.012
8077,4    Equ,316.3612,5.9583,0.54,0.015
8078,,315.9483,53.2861,0.99,
8079,62Xi  Cyg,316.2329,43.9278,1.65,0.007
8080,24    Cap,316.7821,-25.0058,1.61,0.022
8081,,317.8362,-72.5442,1.08,
8082,,316.5979,26.9244,1.05,
8083,,316.9358,-17.4553,0.02,
8084,,316.6263,31.1847,0.56,
8085,61    Cyg,316.7275,38.7458,1.18,0.292
8086,61    Cyg,316.7304,38.7433,1.37,0.294
8087,25Chi Cap,317.14,-21.1936,0.01,0.046
8088,,316.89,15.6586,1.01,
8089,63    Cyg,316.6504,47.6483,1.57,0.008
8090,,317.1175,6.9894,1.66,
8091,27    Cap,317.3875,-20.5564,0.38,
8092,Omi Pav,318.3354,-70.1264,1.58,0.008
8093,13Nu  Aqr,317.3987,-11.3717,0.94,0.017
8094,,317.1621,30.2058,-0.1,-0.006
8095,,317.4929,2.9433,0.37,
8096,,317.6954,-9.3539,1.16,
8097,5Gam Equ,317.5854,10.1317,0.26,0.028
8098,6    Equ,317.63,10.0489,0.02,0.01
8099,,316.5971,71.4319,0.4,0.03
8100,,318.0567,-40.2694,0.45,0.042
8101,,317.6333,22.4547,0.03,
8102,,317.9221,-14.4722,0.28,
8103,,317.4942,45.5025,-0.16,
8104,,318.2629,-39.4253,0.44,0.029
8105,,317.7662,36.2992,-0.14,
8106,,317.565,53.5633,-0.12,
8107,,317.6292,47.6919,-0.01,
8108,,318.3287,-36.4239,0.98,
8109,,317.3704,63.2956,-0.13,
8110,,318.3221,-27.6194,1.42,
8111,,319.5671,-75.3467,0.03,
8112,,316.3721,78.1264,-0.07,
8113,,317.3833,68.4903,1.49,0.002
8114,,318.9413,-53.2631,0.19,
8115,64Zet Cyg,318.2342,30.2269,0.99,0.027
8116,,318.37,15.9825,0.24,-0.005
8117,,318.8112,-40.5064,1.14,
8118,,318.5696,-10.6053,-0.08,
8119,,317.9508,59.9864,0.11,0.002
8120,,318.3596,36.6336,0.21,
8121,,318.6542,0.0922,1.61,
8122,,318.7775,-17.345,0.96,
8123,7Del Equ,318.6204,10.0069,0.5,0.058
8124,,318.945,-36.2108,1.37,
8125,,319.5013,-64.6817,-0.07,
8126,,318.5429,29.9011,1.09,
8127,28Phi Cap,318.9079,-20.6517,1.17,0.02
8128,29    Cap,318.9371,-15.1714,1.64,0
8129,,323.0175,-84.81,1.4,
8130,65Tau Cyg,318.6979,38.0456,0.39,0.055
8131,8Alp Equ,318.9558,5.2478,0.53,0.021
8132,,319.165,-1.6078,0.98,
8133,,318.4275,64.4039,0.6,0.024
8134,,319.3062,-13.2789,0.04,
8135,Eps Mic,319.4846,-32.1725,0.06,0.033
8136,,318.9033,47.9736,-0.15,
8137,30    Cap,319.4887,-17.9853,-0.12,
8138,,319.1233,42.2514,,
8139,31    Cap,319.5654,-17.4622,0.34,
8140,The Ind,319.9667,-53.4497,0.19,0.043
8141,15    Aqr,319.5463,-4.5194,-0.13,0.008
8142,,319.7267,-28.7656,0.97,
8143,67Sig Cyg,319.3542,39.3947,0.12,0.011
8144,,319.3467,42.6833,-0.11,
8145,,320.0396,-45.0222,2.33,
8146,66Ups Cyg,319.4796,34.8969,-0.11,0.019
8147,,319.2583,53.9975,0.05,
8148,,319.9408,-26.3531,0.73,0.056
8149,,319.7167,11.2033,1.65,
8150,,319.3096,55.7981,1.45,
8151,The1Mic,320.19,-40.8097,0.02,0.012
8152,,320.3183,-49.9378,1.32,
8153,,319.3283,58.6117,0.2,
8154,68    Cyg,319.6133,43.9458,-0.01,
8155,,319.7304,41.0408,0.3,
8156,,321.0696,-69.7342,2.82,
8157,,319.8425,38.2375,0.5,
8158,,320.0583,22.0264,-0.08,
8159,,321.3254,-71.7994,1.26,
8160,16    Aqr,320.2679,-4.56,0.92,0.014
8161,,319.87,49.5103,-0.15,0.001
8162,5Alp Cep,319.645,62.5856,0.22,0.068
8163,9    Equ,320.27,7.3544,1.66,
8164,,319.8158,58.6236,1.38,0.004
8165,,320.2683,23.8558,1.05,-0.005
8166,,320.2087,32.4528,1.08,0.018
8167,32Iot Cap,320.5617,-16.8344,0.9,0.033
8168,,318.9258,77.0122,1.5,
8169,,320.3417,32.6128,0.03,0.007
8170,,320.2558,40.3456,0.53,0.034
8171,6    Cep,319.8425,64.8719,-0.04,-0.015
8172,,320.7521,-22.6689,1.63,
8173,1    Peg,320.5217,19.8044,1.11,0.014
8174,,318.3396,81.2308,0.09,
8175,17    Aqr,320.7346,-9.3194,1.54,
8176,,323.4767,-82.6831,0.13,
8177,,321.0867,-46.615,0.2,
8178,10Bet Equ,320.7233,6.8111,0.05,0.028
8179,,320.1396,60.7569,1,
8180,The2Mic,321.1033,-41.0067,-0.05,0.006
8181,Gam Pav,321.6108,-65.3661,0.49,0.111
8182,,320.6746,30.3097,1.08,
8183,33    Cap,321.04,-20.8519,1.16,0.021
8184,,321.0329,-22.7469,1.02,
8185,,320.5017,49.3889,1.1,0.011
8186,,320.6954,38.6342,0.01,
8187,18    Aqr,321.0479,-12.8781,0.29,
8188,Gam Ind,321.5642,-54.6606,0.34,
8189,,320.8458,37.4067,,
8190,,320.995,24.2742,0.32,0.027
8191,,321.1025,10.1742,0.47,
8192,20    Aqr,321.2154,-3.3983,0.33,
8193,,320.9513,37.3514,,
8194,,321.0308,25.3122,,
8195,19    Aqr,321.3046,-9.7486,0.2,0.007
8196,,322.1871,-69.5053,1.55,0.023
8197,,321.0963,24.5289,1.04,
8198,,321.1417,26.1744,0.31,0.013
8199,21    Aqr,321.3208,-3.5567,1.46,
8200,,321.5954,-37.8294,1.19,
8201,,323.3358,-80.0392,0.04,
8202,,321.7567,-42.5478,0.39,
8203,,321.4646,0.5344,0.16,
8204,34Zet Cap,321.6667,-22.4114,1,-0.01
8205,,321.6171,1.1033,0.44,0.028
8206,,321.2313,49.3233,-0.03,
8207,35    Cap,321.8117,-21.1961,1.44,
8208,,321.3317,46.7144,0.32,0.039
8209,69    Cyg,321.4458,36.6675,-0.08,
8210,,321.6112,19.3756,0.22,
8211,,322.2513,-53.7058,1.14,
8212,,322.0579,-11.5683,0.49,
8213,36    Cap,322.1808,-21.8072,0.91,0.023
8214,5    PsA,322.2658,-31.2386,0.03,
8215,70    Cyg,321.8392,37.1167,-0.14,
8216,,321.715,48.835,0.07,0.008
8217,35    Vul,321.9171,27.6086,0.04,0.019
8218,,321.6875,52.8986,-0.12,0.018
8219,,322.1033,8.1956,1.64,
8220,,322.0346,32.2253,0.32,0.023
8221,,322.2496,17.9058,1.39,
8222,,322.4983,-19.1478,0.41,
8223,,322.2496,22.1794,1.53,
8224,,321.8554,59.75,1.75,
8225,2    Peg,322.4871,23.6389,1.62,0.013
8226,,322.2196,55.4186,0.14,
8227,7    Cep,321.9421,66.8092,-0.11,0.006
8228,71    Cyg,322.3625,46.5406,0.97,0.023
8229,Xi  Gru,323.0246,-41.1792,1.1,0.012
8230,6    PsA,323.0608,-33.9447,0.05,
8231,,322.79,12.1375,-0.05,
8232,22Bet Aqr,322.8896,-5.5711,0.83,0.006
8233,,323.3238,-52.7375,1.48,
8234,,324.7342,-79.4425,0.46,
8235,,323.1388,-24.5906,0.2,
8236,,323.3479,-44.8486,1.04,
8237,,322.585,52.9581,0.08,
8238,8Bet Cep,322.165,70.5608,-0.22,0.014
8239,,321.2071,80.5247,0.92,
8240,,323.1129,23.3944,-0.09,
8241,,323.5708,-42.925,1.09,
8242,,322.8646,52.62,0.9,
8243,,322.7471,60.4594,0.12,
8244,,323.7208,-29.6961,-0.11,
8245,37    Cap,323.7125,-20.0844,0.4,
8246,,323.2358,49.9778,-0.03,
8247,,323.8163,-23.4542,1.1,
8248,,323.3246,45.8542,1.81,
8249,,324.5121,-64.8242,0.03,
8250,,323.6417,22.7547,0.51,
8251,,323.8233,-3.9831,1.11,0.001
8252,73Rho Cyg,323.4954,45.5919,0.89,0.002
8253,8    PsA,324.0458,-26.1714,0.22,
8254,Nu  Oct,325.3687,-77.39,1,0.053
8255,72    Cyg,323.6942,38.5342,1.08,0.012
8256,7    PsA,324.2037,-33.0481,0.22,
8257,,323.8292,28.1972,0.35,
8258,,323.8625,24.4522,,0.002
8259,,323.6146,51.6983,0.02,-0.006
8260,39Eps Cap,324.27,-19.4661,-0.17,
8261,,324.0579,30.0556,,
8262,,324.01,45.3747,1.58,
8263,,324.3908,-0.3903,0.06,
8264,23Xi  Aqr,324.4379,-7.8542,0.17,0.012
8265,3    Peg,324.4321,6.6183,0.02,
8266,74    Cyg,324.2375,40.4136,0.18,0.02
8267,5    Peg,324.4392,19.3186,0.3,0.007
8268,,324.7754,-33.6792,0.92,
8269,,324.9987,-52.3592,0.6,
8270,4    Peg,324.6329,5.7717,0.25,0.033
8271,,325.14,-55.7375,1.06,
8272,,324.3662,44.6967,0.19,
8273,,324.8671,-10.5769,1.03,
8274,,324.6875,25.4989,1.02,
8275,,324.4113,54.0422,0.99,
8276,,324.7546,20.2653,0.32,0.021
8277,25    Aqr,324.8888,2.2436,1.04,0.006
8278,40Gam Cap,325.0229,-16.6622,0.32,0.029
8279,9    Cep,324.48,62.0819,0.3,-0.008
8280,Lam Oct,327.7263,-82.7192,0.75,0.011
8281,,324.74,57.4892,0.21,
8282,,325.4421,-25.1019,1.19,
8283,42    Cap,325.3871,-14.0475,0.65,0.034
8284,75    Cyg,325.0463,43.2739,1.6,0.004
8285,41    Cap,325.5033,-23.2628,0.95,0.025
8286,,326.37,-71.0089,-0.1,
8287,26    Aqr,325.5421,1.2853,1.44,
8288,43Kap Cap,325.6646,-18.8664,0.88,0.028
8289,7    Peg,325.5646,5.68,1.64,
8290,,325.1804,54.8722,1.16,
8291,76    Cyg,325.3929,40.8053,0.07,0.013
8292,,325.6375,10.8247,-0.11,
8293,,325.8062,-19.6208,0.27,
8294,,341.3692,-88.8183,0.28,
8295,44    Cap,325.7683,-14.3997,0.25,
8296,NOVA 1876,325.4325,42.84111,,
8297,,325.5046,35.5103,2.52,
8298,,325.535,45.7658,1.55,0.003
8299,,326.1229,-38.5525,1.12,
8300,77    Cyg,325.5954,41.0772,0.01,0.003
8301,80Pi 1Cyg,325.5237,51.1897,-0.12,
8302,45    Cap,326.0042,-14.7494,0.21,
8303,,326.3292,-49.4986,1.15,
8304,,325.6621,49.6003,1,
8305,9Iot PsA,326.2367,-33.0258,-0.05,0.041
8306,,325.7767,41.155,1.59,
8307,79    Cyg,325.8571,38.2839,0,
8308,8Eps Peg,326.0467,9.875,1.53,0.006
8309,78Mu 1Cyg,326.0358,28.7428,0.48,0.049
8310,78Mu 2Cyg,326.0346,28.7431,0.36,0.049
8311,46    Cap,326.2513,-9.0825,1.11,0.002
8312,,325.6892,59.2711,1.34,
8313,9    Peg,326.1279,17.35,1.17,0.008
8314,,326.1304,14.7719,0.59,0.065
8315,10Kap Peg,326.1613,25.645,0.43,0.035
8316,Mu  Cep,325.8767,58.78,2.35,0.003
8317,11    Cep,325.4804,71.3114,1.1,0.008
8318,47    Cap,326.5679,-9.2758,1.66,
8319,48Lam Cap,326.6338,-11.3658,-0.01,0.015
8320,,326.4354,35.8572,1,
8321,12    Peg,326.5183,22.9489,1.41,0.006
8322,49Del Cap,326.76,-16.1272,0.29,0.087
8323,,327.0658,-47.3036,0.6,0.073
8324,,325.7667,72.3203,1.05,0.015
8325,,326.6,25.5633,1.21,0.006
8326,10The PsA,326.9342,-30.8983,0.04,0.006
8327,,326.2221,62.4606,0.31,
8328,11    Peg,326.8083,2.6861,0,0.005
8329,,326.5692,43.0608,0.28,
8330,,326.7696,17.1942,0.34,
8331,,327.5004,-64.7125,1.02,
8332,,326.9088,-5.9172,0.22,
8333,Omi Ind,327.6963,-69.6294,1.37,0.029
8334,10Nu  Cep,326.3621,61.1208,0.52,0.013
8335,81Pi 2Cyg,326.6983,49.3094,-0.12,-0.001
8336,,327.0346,36.5806,,
8337,,327.4213,-12.7231,0.22,
8338,,327.1225,38.6486,-0.08,
8339,12    Cep,326.8554,60.6928,1.52,0.021
8340,,327.5546,-16.8447,1.42,
8341,,327.3621,20.4625,-0.1,
8342,,326.7542,70.1508,,
8343,14    Peg,327.4612,30.1742,-0.03,0.006
8344,13    Peg,327.5363,17.2856,0.37,0.015
8345,,327.4171,41.1489,0.42,
8346,,327.9242,-18.6231,0.36,
8347,,327.3292,61.2728,1.67,
8348,,327.8925,19.8267,-0.1,
8349,,327.7704,39.5367,-0.08,
8350,,328.0758,21.2731,,
8351,51Mu  Cap,328.3242,-13.5517,0.37,0.047
8352,,328.7979,-61.8864,0.39,0.019
8353,Gam Gru,328.4821,-37.365,-0.12,0.013
8354,15    Peg,328.1246,28.7933,0.42,0.04
8355,,328.4,-10.3117,-0.12,
8356,16    Peg,328.2658,25.925,-0.17,0.003
8357,,328.0042,55.7969,-0.13,0.005
8358,,328.4058,19.6683,0.01,
8359,,328.4908,6.8644,0.8,
8360,,328.5433,-4.2761,1.18,0.017
8361,,327.9054,65.7528,,0.01
8362,Pi  Ind,329.0583,-57.8994,0.21,
8363,,328.6496,-3.3011,0.48,
8364,,328.5725,19.7183,0.97,
8365,,328.9817,-30.6064,0.93,
8366,,329.095,-37.2536,0.08,
8367,,329.2592,-37.7469,0.33,
8368,Del Ind,329.4796,-54.9925,0.28,0.02
8369,Kap1Ind,329.6254,-59.0122,0.46,
8370,,330.4671,-77.6625,0.22,
8371,13    Cep,328.7217,56.6114,0.73,
