name,alt_name,ra,dec,parallax
HR 3414,,273.97124,-10.38422,0.017
HR 3415,,274.14433,-10.51719,
HR 3416,,232.01648,20.15925,
HR 3417,,287.02617,-19.14017,
HR 3418,5Sig Hya,222.71361,25.3142,0.035
HR 3419,,254.66325,4.41975,
HR 342,,125.10507,1.41543,
HR 3420,Eta Pyx,248.66352,8.96182,0.038
HR 3421,,259.75418,0.53085,0.059
HR 3422,34    Lyn,174.4225,37.76371,0.015
HR 3423,,191.65386,35.91983,
HR 3424,,218.16493,27.6195,
HR 3425,,243.39507,12.93382,0.005
HR 3426,,262.05298,-1.1409,0.018
HR 3427,39    Cnc,205.51164,32.53722,
HR 3428,,205.91278,32.47846,
HR 3429,41Eps Cnc,206.05963,32.4531,
HR 343,33The Cas,125.76394,-7.61388,0.014
HR 3430,,245.88891,11.31431,0.063
HR 3431,6    Hya,237.40164,17.3368,0.023
HR 3432,,278.15012,-12.989,0.02
HR 3433,Zet Pyx,251.58781,7.31389,0.021
HR 3434,,257.17877,2.99451,0.024
HR 3435,,270.2456,-7.08731,
HR 3436,,173.07814,38.12736,
HR 3437,,234.53699,19.43239,
HR 3438,Bet Pyx,256.2365,3.90216,0.018
HR 3439,,260.19385,0.91327,
HR 344,,129.55275,-46.95632,
HR 3440,,270.58567,-7.21929,
HR 3441,9    Hya,240.62719,15.71366,0.032
HR 3442,,270.32717,-6.92049,
HR 3443,,276.17475,-11.32888,0.013
HR 3444,,264.12339,-2.06051,
HR 3445,,265.28246,-2.94567,0.031
HR 3446,,237.26482,18.05456,
HR 3447,,270.25073,-6.80019,
HR 3448,,270.32542,-6.85697,
HR 3449,43Gam Cnc,204.16525,33.72671,0.016
HR 345,32    Cas,125.06946,2.23124,
HR 3450,45    Cnc,213.80147,30.46096,
HR 3451,,185.71618,37.5856,
HR 3452,,265.87372,-3.27406,0
HR 3453,,267.13432,-4.27218,
HR 3454,7Eta Hya,223.25111,26.32046,
HR 3455,,274.02183,-9.52932,0.022
HR 3456,,264.44352,-2.00598,
HR 3457,,275.8222,-10.85987,
HR 3458,,222.4335,26.93607,
HR 3459,,233.28974,20.97027,0.007
HR 346,32    Cet,137.48499,-71.24579,
HR 3460,The Vol,284.6806,-17.11623,0.006
HR 3461,47Del Cnc,208.02603,32.89869,0.025
HR 3462,,266.60136,-3.61399,
HR 3463,,257.09473,3.97143,
HR 3464,46    Cnc,193.44988,36.70565,0.008
HR 3465,49    Cnc,216.71048,29.71038,
HR 3466,,270.57904,-6.66636,
HR 3467,,270.60023,-6.66178,
HR 3468,Alp Pyx,254.99301,5.76947,
HR 3469,10    Hya,221.23117,27.7944,
HR 347,33    Cet,132.53806,-60.06901,
HR 3470,,148.23405,36.2487,
HR 3471,,272.72523,-8.2861,
HR 3472,,229.2802,23.78003,0.005
HR 3473,,245.46642,13.27981,
HR 3474,48Iot Cnc,195.87477,36.53843,0.017
HR 3475,48Iot Cnc,195.88315,36.54354,0.017
HR 3476,,268.10621,-4.4919,
HR 3477,,262.54345,0.04624,0.051
HR 3478,,228.86164,24.21419,
HR 3479,,258.28175,3.53066,
HR 348,45    And,127.2356,-24.98259,0.003
HR 3480,,236.998,19.39411,
HR 3481,50    Cnc,214.84353,31.05471,
HR 3482,11Eps Hya,220.7184,28.52318,0.027
HR 3483,,249.04664,10.91427,
HR 3484,12    Hya,239.24746,18.0073,0.013
HR 3485,Del Vel,272.07833,-7.37065,0.051
HR 3486,,228.89026,24.55108,0.02
HR 3487,,265.38034,-1.83749,0.003
HR 3488,,261.58299,1.28605,
HR 3489,,275.32865,-9.78076,0.006
HR 349,82    Psc,127.84208,-31.2594,
HR 3490,,256.54368,5.40872,
HR 3491,,283.06853,-15.52908,
HR 3492,13Rho Hya,221.52204,28.61849,0.014
HR 3493,,233.31737,22.2556,
HR 3494,,265.33191,-1.69164,
HR 3495,,281.10096,-14.08733,
HR 3496,,265.60885,-1.73469,
HR 3497,,262.20986,1.08949,0.029
HR 3498,,273.89558,-8.41415,
HR 3499,,190.52677,38.29448,
HR 35,The Scl,347.15728,-78.33908,0.034
HR 350,,298.04776,-59.25631,
HR 3500,14    Hya,230.6399,24.19336,
HR 3501,,262.83007,0.70066,
HR 3502,Eta Cha,292.4023,-21.65107,
HR 3503,,270.91258,-5.83844,
HR 3504,,207.87762,34.48404,
HR 3505,5    UMa,153.83305,37.92992,
HR 3506,,157.4562,38.51832,
HR 3507,,246.06118,14.25378,
HR 3508,35    Lyn,177.19202,39.64236,0.018
HR 3509,,175.13269,39.71022,
HR 351,84Chi Psc,129.1813,-41.59405,0.015
HR 3510,54    Cnc,211.80602,33.26345,
HR 3511,,179.43108,39.61528,
HR 3512,,255.49246,7.05219,0.028
HR 3513,,252.89767,9.15192,
HR 3514,,261.34472,2.27193,0.036
HR 3515,M 67,215.69207,31.90229,
HR 3516,,252.27076,9.73207,
HR 3517,,260.45706,3.04997,
HR 3518,Gam Pyx,251.57096,10.3247,0.033
HR 3519,51Sig1Cnc,191.64379,38.56961,
HR 352,83Tau Psc,128.12329,-32.57813,0.023
HR 3520,,265.22332,-0.86468,0.012
HR 3521,53    Cnc,196.87456,37.65614,0.001
HR 3522,55Rho1Cnc,196.79467,37.69888,0.074
HR 3523,15    Hya,234.39076,22.64345,0.011
HR 3524,,292.55049,-21.63154,
HR 3525,,262.79777,1.25278,
HR 3526,,222.55416,29.25697,
HR 3527,,266.2521,-1.53611,
HR 3528,,187.81314,39.34118,
HR 3529,,239.88298,19.4086,
HR 353,34    Cet,134.83983,-64.65278,
HR 3530,,263.24885,1.14855,
HR 3531,6    UMa,150.48473,37.60378,
HR 3532,57    Cnc,194.1091,38.54857,0.005
HR 3533,,255.62341,7.64459,
HR 3534,,258.79254,5.11937,
HR 3535,,260.49625,3.75476,
HR 3536,,274.99676,-8.43075,
HR 3537,,282.27729,-14.17452,0.031
HR 3538,,233.20561,24.1641,0.085
HR 3539,,267.88835,-2.43,
HR 354,,125.50404,-1.05739,
HR 3540,58Rho2Cnc,197.49609,38.25883,-0.005
HR 3541,,210.17524,34.93884,0.007
HR 3542,,270.80094,-4.83104,
HR 3543,,293.01799,-21.75868,
HR 3544,,287.05306,-17.64877,
HR 3545,,174.7083,40.52162,
HR 3546,,181.8392,40.32666,
HR 3547,16Zet Hya,222.3427,30.19845,0.035
HR 3548,,261.95156,2.80643,
HR 3549,,274.35018,-7.65769,
HR 355,,126.81991,-17.37438,
HR 3550,60    Cnc,216.44606,32.85113,
HR 3551,,267.37329,-1.73829,0.019
HR 3552,17    Hya,235.69103,23.01052,0.004
HR 3553,17    Hya,235.69199,23.0104,0.004
HR 3554,,244.53815,16.97048,
HR 3555,59Sig2Cnc,191.3003,39.55094,0.011
HR 3556,Del Pyx,252.25076,11.20596,0.037
HR 3557,,224.2432,29.6508,
HR 3558,,210.46235,35.29694,
HR 3559,,249.22,13.69168,
HR 356,,128.46648,-32.57582,
HR 3560,,277.32186,-9.91857,
HR 3561,62Omi1Cnc,212.534,34.63724,
HR 3562,,265.64171,0.05435,
HR 3563,61    Cnc,194.75686,39.2652,
HR 3564,,243.45854,18.15075,
HR 3565,63Omi2Cnc,212.28159,34.81184,
HR 3566,,187.63073,40.28807,
HR 3567,,219.06492,32.27771,
HR 3568,,275.75087,-8.47485,
HR 3569,9Iot UMa,171.51257,40.83602,0.075
HR 357,,124.07866,17.09412,
HR 3570,,273.23413,-6.35456,
HR 3571,,277.64816,-9.98351,
HR 3572,65Alp Cnc,216.50975,33.51707,0.024
HR 3573,,227.14046,28.64806,
HR 3574,,271.61604,-4.78591,0.02
HR 3575,64Sig3Cnc,192.05247,40.00596,
HR 3576,8Rho UMa,146.62934,37.23176,0.014
HR 3577,,209.54055,36.10831,-0.002
HR 3578,,243.30045,18.91173,0.028
HR 3579,,179.8041,41.18178,0.07
HR 358,,252.89574,-84.12779,
HR 3580,,185.33183,40.89572,
HR 3581,,128.39252,30.44053,
HR 3582,,276.69565,-8.89797,
HR 3583,,268.61812,-1.89893,
HR 3584,,246.01254,17.2207,
HR 3585,,253.66872,11.13012,
HR 3586,,182.56507,41.28457,
HR 3587,66    Cnc,192.3549,40.36416,
HR 3588,,267.70745,-0.90497,0.013
HR 3589,67    Cnc,197.93835,39.57418,
HR 359,,281.59069,-78.37388,
HR 3590,,223.49515,31.39747,
HR 3591,,263.33336,3.18164,0.03
HR 3592,,163.19785,40.86423,
HR 3593,,264.81596,1.95968,
HR 3594,12Kap UMa,172.62722,41.63305,0.016
HR 3595,69Nu  Cnc,202.31451,38.89679,0.003
HR 3596,,229.67744,28.42851,
HR 3597,,252.26099,12.82567,
HR 3598,,276.78499,-8.56579,0.054
HR 3599,,221.93991,32.44467,
HR 36,,116.16197,-14.19996,
HR 360,85Phi Psc,129.37261,-38.00898,0.007
HR 3600,,263.94871,2.95713,
HR 3601,70    Cnc,198.0997,40.07831,
HR 3602,,262.18919,4.68913,
HR 3603,,170.76186,41.82744,
HR 3604,,278.3493,-9.65147,
HR 3605,,271.74965,-3.81096,0.008
HR 3606,,192.35712,41.11787,
HR 3607,,251.63156,13.90386,
HR 3608,,156.58845,40.15289,
HR 3609,11Sig1UMa,147.27467,38.0258,0.011
HR 361,86Zet Psc,132.5653,-54.87892,0.026
HR 3610,,284.4497,-14.55529,
HR 3611,,272.90855,-4.55838,
HR 3612,,184.33067,42.14503,0.021
HR 3613,18Ome Hya,224.68684,32.10526,0.011
HR 3614,,268.19824,-0.14054,0.02
HR 3615,Alp Vol,282.71236,-13.00524,0.051
HR 3616,13Sig2UMa,146.87551,38.11234,0.056
HR 3617,,204.53103,39.51172,0.004
HR 3618,,228.51655,30.51325,
HR 3619,15    UMa,166.57,42.01561,
HR 362,86Zet Psc,132.57439,-54.87509,0.026
HR 3620,,192.28251,41.79959,
HR 3621,72Tau Cnc,196.07479,41.27496,
HR 3622,,276.31094,-7.22672,
HR 3623,76Kap Cnc,218.98557,35.06193,
HR 3624,14Tau UMa,151.20579,39.42378,
HR 3625,,190.52838,42.15497,
HR 3626,75    Cnc,200.03737,40.77892,0.04
HR 3627,77Xi  Cnc,205.86024,39.65424,
HR 3628,Kap Pyx,252.64432,14.5211,0.013
HR 3629,,274.93351,-5.68258,
HR 363,,128.93822,-34.07781,
HR 3630,19    Hya,238.29294,25.3414,
HR 3631,,271.59002,-2.52469,
HR 3632,,281.48698,-11.48591,
HR 3633,,141.50408,36.58961,
HR 3634,Lam Vel,265.93501,2.82129,0.022
HR 3635,,218.255,35.89651,
HR 3636,,241.70288,23.20717,
HR 3637,,253.45867,14.04427,
HR 3638,,246.74101,19.51273,
HR 3639,,194.49568,42.0798,
HR 364,87    Psc,130.8438,-46.38931,
HR 3640,79    Cnc,206.01176,39.85795,
HR 3641,20    Hya,238.613,25.40412,
HR 3642,,286.19102,-15.42989,
HR 3643,,287.82501,-16.77031,0.024
HR 3644,Eps Pyx,256.41859,11.87771,
HR 3645,,139.99251,36.13959,0.023
HR 3646,,250.87965,16.6622,
HR 3647,,270.54524,-1.02014,
HR 3648,16    UMa,153.62409,40.46731,0.047
HR 3649,,225.15176,33.58359,
HR 365,,124.89187,8.96645,
HR 3650,81Pi 1Cnc,214.65145,37.85774,0.064
HR 3651,,226.85889,32.85612,
HR 3652,36    Lyn,177.86147,43.60806,
HR 3653,,248.36651,19.14763,
HR 3654,,267.36489,2.25129,
HR 3655,21    Hya,237.54786,26.95246,
HR 3656,,263.32851,6.15996,
HR 3657,,207.20463,40.36269,
HR 3658,,268.67469,1.1391,
HR 3659,,277.69054,-7.37278,
HR 366,37    Cet,139.80198,-70.03916,0.056
HR 3660,17    UMa,159.52239,41.97938,
HR 3661,,266.62546,3.29749,0.005
HR 3662,18    UMa,163.08281,42.66465,0.042
HR 3663,,280.21612,-9.60599,
HR 3664,,189.72781,43.55559,
HR 3665,22The Hya,228.77234,32.52946,0.027
HR 3666,,138.65678,35.89218,
HR 3667,,263.08906,6.84683,
HR 3668,,265.74932,4.32356,
HR 3669,82Pi 2Cnc,215.06759,38.48945,
HR 367,88    Psc,133.14027,-55.41457,
HR 3670,,269.46022,0.87129,
HR 3671,NGC 2808,282.19253,-11.25288,
HR 3672,,267.21435,3.14429,
HR 3673,,278.19369,-7.49244,
HR 3674,,266.5822,3.81327,0.011
HR 3675,,244.99804,22.76555,
HR 3676,,172.82276,44.02245,
HR 3677,,262.55075,7.75923,
HR 3678,Zet Oct,298.85018,-24.81577,
HR 3679,,275.50415,-4.72378,0.015
HR 368,38    Cet,136.00816,-63.25047,0.028
HR 3680,,268.36988,2.31134,0.006
HR 3681,23    Hya,237.5446,28.25328,0.008
HR 3682,,263.34949,7.18858,0.027
HR 3683,24    Hya,239.72566,26.84587,
HR 3684,,262.52162,8.00425,0.064
HR 3685,Bet Car,285.97842,-14.40729,0.021
HR 3686,,188.80794,44.27862,0.005
HR 3687,,244.89618,23.37015,
HR 3688,,267.99727,2.87196,
HR 3689,,219.38592,37.65846,
HR 369,,127.2367,-14.58073,
HR 3690,38    Lyn,186.81038,44.47122,0.042
HR 3691,,277.65146,-6.56729,
HR 3692,,267.58049,3.35195,0.017
HR 3693,,277.08764,-5.98052,
HR 3694,,264.13683,6.80323,0.027
HR 3695,,291.43221,-18.98793,
HR 3696,,277.11873,-5.89506,0.025
HR 3697,,166.60052,43.89422,0.036
HR 3698,,159.28747,42.76963,
HR 3699,Iot Car,278.4592,-7.01121,0.017
HR 37,,76.32166,-77.10073,-0.015
HR 370,Nu  Phe,290.0736,-70.99936,0.069
HR 3700,,275.06698,-3.62733,
HR 3701,,184.89176,44.9638,0.018
HR 3702,,242.48726,25.85634,
HR 3703,,272.64334,-1.17719,
HR 3704,,246.36272,23.02977,
HR 3705,40Alp Lyn,190.23535,44.72224,0.025
HR 3706,26    Hya,243.10043,25.49036,0.023
HR 3707,,192.33161,44.63752,
HR 3708,,273.07334,-1.46662,
HR 3709,27    Hya,241.08446,27.10809,0.022
HR 371,,128.91377,-29.46796,
HR 3710,,260.66394,10.88041,
HR 3711,,215.28632,39.9964,
HR 3712,,285.4428,-13.44936,0.058
HR 3713,,284.24751,-12.29603,
HR 3714,,246.40945,23.42221,
HR 3715,,259.06996,12.63882,
HR 3716,,263.30236,8.56626,
HR 3717,,275.74747,-3.92227,
HR 3718,The Pyx,254.80726,16.7149,0.01
HR 3719,,137.17584,35.8036,
HR 372,,127.69552,-17.7325,
HR 3720,,290.23606,-17.59478,
HR 3721,,290.11192,-17.48755,
HR 3722,,149.91246,40.79942,
HR 3723,,203.02392,43.64069,
HR 3724,,241.73608,27.39843,
HR 3725,,165.99841,44.47451,
HR 3726,,266.79727,5.5126,
HR 3727,,187.20705,45.56524,
HR 3728,,281.05968,-8.84972,0.017
HR 3729,,265.17345,7.32229,
HR 373,39    Cet,137.74611,-64.64572,0.015
HR 3730,,269.59645,2.85566,
HR 3731,1Kap Leo,201.76226,44.12606,-0.003
HR 3732,,276.21086,-3.92268,
HR 3733,Lam Pyx,257.25909,15.03846,0.038
HR 3734,Kap Vel,275.88228,-3.53758,0.013
HR 3735,,263.88605,8.90183,
HR 3736,,214.3191,41.40988,0.016
HR 3737,,265.15243,7.79509,
HR 3738,28    Hya,237.84266,30.73275,
HR 3739,,273.77885,-1.01209,
HR 374,,129.35808,-30.80287,
HR 3740,,279.76332,-7.15804,
HR 3741,,234.48125,33.0269,
HR 3742,,280.77856,-8.05589,
HR 3743,,174.22671,46.07495,
HR 3744,29    Hya,241.93791,28.63167,
HR 3745,,257.77972,15.63169,0.005
HR 3746,,266.21829,7.32623,
HR 3747,,160.1036,44.11746,
HR 3748,30Alp Hya,241.48803,29.04534,0.022
HR 3749,,252.93883,20.14032,0.03
HR 375,,124.53551,14.78888,
HR 3750,,239.14417,30.64693,0.038
HR 3751,,130.65178,32.6529,0.017
HR 3752,,281.10804,-8.15657,
HR 3753,,275.17614,-1.94392,
HR 3754,2Ome Leo,223.65759,38.89669,0.034
HR 3755,3    Leo,224.64426,38.49522,
HR 3756,,262.47415,11.40016,
HR 3757,23    UMa,150.63968,41.74333,0.041
HR 3758,,234.7242,33.69427,0.012
HR 3759,31Tau1Hya,236.23068,32.85717,0.072
HR 376,,127.61251,-15.20896,
HR 3760,,235.72389,33.2332,
HR 3761,,283.33594,-10.17159,
HR 3762,,237.72471,32.07861,
HR 3763,,251.99869,21.54349,
HR 3764,7    LMi,191.56102,46.64471,
HR 3765,Eps Ant,263.38687,10.95816,0.005
HR 3766,,265.1295,9.20563,
HR 3767,,254.1412,19.88577,
HR 3768,22    UMa,139.92578,37.74275,
HR 3769,8    LMi,189.47292,46.92711,
HR 377,Kap Tuc,299.65409,-48.09701,0.061
HR 3770,,256.63599,17.66133,
HR 3771,24    UMa,142.54882,38.9305,0.042
HR 3772,,247.98785,25.18649,
HR 3773,4Lam Leo,206.69275,44.86398,0.02
HR 3774,,137.62972,36.68171,
HR 3775,25The UMa,165.4625,45.64984,0.052
HR 3776,,281.61737,-8.11475,
HR 3777,,288.21495,-14.84603,0.036
HR 3778,,168.58571,46.19144,
HR 3779,6    Leo,223.41804,39.96726,
HR 378,89    Psc,135.6343,-58.60568,0.013
HR 3780,Zet1Ant,260.69528,14.06932,0.001
HR 3781,Zet1Ant,260.69563,14.07248,0.001
HR 3782,5Xi  Leo,221.56144,40.67809,0.028
HR 3783,,284.73631,-11.30328,
HR 3784,,274.30877,-0.19822,
HR 3785,,243.89223,28.65334,
HR 3786,Psi Vel,266.77643,7.90988,0.065
HR 3787,32Tau2Hya,235.15403,34.34233,0.027
HR 3788,,243.78115,28.82152,
HR 3789,Zet2Ant,260.80243,14.19971,
HR 379,,128.93023,-25.16695,0.008
HR 3790,,263.55974,11.45326,-0.004
HR 3791,9    LMi,187.46889,47.39298,
HR 3792,,199.29027,46.46039,
HR 3793,,279.04047,-5.15027,
HR 3794,,232.16538,36.17959,
HR 3795,Iot Cha,295.17233,-21.22459,
HR 3796,,251.45814,22.99533,
HR 3797,,172.15492,46.858,
HR 3798,,258.54913,16.61466,
HR 3799,26    UMa,164.83459,45.85082,0.025
HR 38,,114.54725,-24.54924,
HR 380,,298.90255,-50.52922,0.01
HR 3800,10    LMi,187.60823,47.53429,
HR 3801,,242.30401,30.20038,
HR 3802,,246.69575,26.9976,
HR 3803,,278.20863,-4.10785,0.022
HR 3804,,206.23062,45.49698,
HR 3805,,241.15379,31.06994,
HR 3806,,138.83947,37.46622,0.017
HR 3807,,267.12902,7.98929,0.024
HR 3808,,252.97114,21.98032,0.052
HR 3809,,182.825,47.70515,
HR 381,,124.79477,13.47776,
HR 3810,,254.37557,20.81889,
HR 3811,,182.31398,47.75301,
HR 3812,,266.18775,9.20165,
HR 3813,,284.96784,-11.106,
HR 3814,33    Hya,240.18198,32.08505,
HR 3815,11    LMi,188.49573,47.80231,0.109
HR 3816,,282.26881,-8.21182,
HR 3817,,273.02635,2.03966,0.015
HR 3818,7    Leo,218.3638,42.8509,0.006
HR 3819,,274.59505,0.42456,
HR 382,34Phi Cas,126.70623,-4.42998,-0.003
HR 3820,,195.41006,47.62783,
HR 3821,,289.55428,-15.64143,
HR 3822,,252.16493,23.42903,
HR 3823,,264.18269,11.88608,
HR 3824,,145.14613,40.5935,
HR 3825,,280.0206,-5.42635,
HR 3826,8    Leo,215.90668,43.9118,
HR 3827,10    Leo,227.52184,39.72855,0.019
HR 3828,,256.31559,20.05224,
HR 3829,42    Lyn,181.86268,48.31148,
HR 383,90Ups Psc,130.55726,-35.1922,0.019
HR 3830,,256.83921,19.70546,
HR 3831,,273.18163,2.5238,0.021
HR 3832,34    Hya,243.99995,30.55093,
HR 3833,,261.90708,14.81069,
HR 3834,,230.15666,38.87963,0.011
HR 3835,,264.71598,12.00275,
HR 3836,,273.63546,2.11948,0.019
HR 3837,,276.02802,-0.55598,
HR 3838,,142.75822,39.81696,
HR 3839,27    UMa,139.45343,38.2345,
HR 384,35    Cas,126.0991,1.96903,
HR 3840,,276.56003,-1.05193,
HR 3841,,284.07585,-9.50169,
HR 3842,,269.65328,6.84052,0.02
HR 3843,,133.40712,34.90713,
HR 3844,,267.31932,9.57436,
HR 3845,35Iot Hya,236.48963,35.98073,0.026
HR 3846,37    Hya,245.37324,30.18305,
HR 3847,,132.38879,34.3507,
HR 3848,,245.64893,30.15673,
HR 3849,38Kap Hya,248.71377,27.80949,
HR 385,42    Cet,138.45154,-62.52279,0.009
HR 3850,,195.42805,48.67577,
HR 3851,43    Lyn,182.53567,49.03374,0.018
HR 3852,14Omi Leo,224.60022,42.05558,0.034
HR 3853,13    Leo,203.37394,47.7831,0.013
HR 3854,,169.5338,47.94715,
HR 3855,,161.12162,46.36124,
HR 3856,,281.89073,-6.57294,
HR 3857,13    LMi,189.66375,49.20855,
HR 3858,,256.28531,21.59944,
HR 3859,,147.46746,42.16632,
HR 386,,124.5708,15.9571,
HR 3860,Zet Cha,295.57428,-21.04402,
HR 3861,15    Leo,197.47351,48.9285,
HR 3862,,256.69776,21.52388,0.08
HR 3863,,279.79372,-3.95465,0.031
HR 3864,,279.34883,-3.38121,
HR 3865,28    UMa,148.9587,42.93041,
HR 3866,16Psi Leo,219.89009,44.44096,
HR 3867,,265.10352,13.15579,
HR 3868,,278.08341,-1.7696,
HR 3869,,213.59619,46.43939,
HR 387,,140.44484,-65.12322,
HR 3870,,157.1515,45.81961,
HR 3871,The Ant,259.89096,19.05844,0.053
HR 3872,,275.66811,1.41112,
HR 3873,17Eps Leo,206.81701,48.2045,0.01
HR 3874,,268.1049,10.32315,
HR 3875,,277.42922,-0.5874,
HR 3876,,229.14216,41.58548,
HR 3877,18    Leo,223.06712,44.075,
HR 3878,,261.83345,17.45119,
HR 3879,,234.63138,38.99277,
HR 388,,147.5634,-72.70775,
HR 3880,19    Leo,223.52763,44.19502,
HR 3881,,172.78048,49.43365,0.073
HR 3882,,223.72064,44.15986,0.02
HR 3883,,279.77705,-2.9157,
HR 3884,,283.19893,-7.00373,0.027
HR 3885,,146.34523,42.3835,
HR 3886,,271.84662,6.66864,
HR 3887,,280.84311,-4.12256,
HR 3888,29Ups UMa,154.31076,45.57257,0.041
HR 3889,20    Leo,210.94765,48.36848,
HR 389,91    Psc,130.75434,-33.68236,
HR 3890,Ups Car,285.03833,-8.81962,0.027
HR 3891,Ups Car,285.03954,-8.81939,0.027
HR 3892,,267.29715,12.79313,
HR 3893,4    Sex,232.58158,41.25986,
HR 3894,30Phi UMa,160.8678,47.69791,0.032
HR 3895,,279.59472,-2.05944,
HR 3896,23    Leo,222.17757,45.64538,
HR 3897,,266.74357,13.54,
HR 3898,,272.94639,6.30851,
HR 3899,6    Sex,241.67542,36.39094,
HR 39,88Gam Peg,109.43412,-46.68453,-0.002
HR 390,46Xi  And,128.58345,-17.00348,0.026
HR 3900,22    Leo,206.41866,49.69191,0.04
HR 3901,,243.55542,35.19377,
HR 3902,Nu  Cha,292.94197,-17.64796,0.019
HR 3903,39Ups1Hya,251.23525,29.44421,0.021
HR 3904,,273.81457,5.46309,
HR 3905,24Mu  Leo,204.04522,50.24566,0.025
HR 3906,7    Sex,234.97559,40.56882,0.011
HR 3907,,237.50938,39.19834,
HR 3908,,252.71812,28.35815,
HR 3909,8Gam Sex,245.56502,34.16939,0.013
HR 391,,127.14702,-4.46716,0.005
HR 3910,,273.42711,6.10455,
HR 3911,,151.3534,45.07277,
HR 3912,,273.69922,5.86865,0.007
HR 3913,,281.7702,-4.17568,
HR 3914,,283.85651,-6.76562,
HR 3915,,231.32132,42.79978,
HR 3916,,261.09569,20.69614,0.015
HR 3917,31    UMa,166.65123,49.63377,0.025
HR 3918,,137.93537,38.7971,
HR 3919,,260.31108,21.92148,0.031
HR 392,,138.75358,-60.18408,
HR 3920,,279.41027,-0.87049,
HR 3921,,257.83615,24.50913,
HR 3922,,155.90372,47.0175,0.007
HR 3923,,255.23739,27.08524,0.011
HR 3924,,276.8701,2.51016,
HR 3925,,273.25453,7.13702,
HR 3926,,228.25534,44.90152,0.011
HR 3927,,276.434,3.31745,
HR 3928,19    LMi,180.07513,51.88686,0.04
HR 3929,,173.16488,51.1587,
HR 393,43    Cet,139.87036,-62.29289,
HR 3930,,270.6837,10.81753,
HR 3931,,261.21775,21.84454,
HR 3932,,265.92668,16.60759,
HR 3933,,261.89646,21.16844,
HR 3934,,127.58916,31.6605,
HR 3935,,277.29829,2.60691,
HR 3936,,201.68132,51.81389,
HR 3937,27Nu  Leo,224.10161,46.94643,0.018
HR 3938,,229.30804,44.95447,
HR 3939,,156.47663,47.60465,
HR 394,,166.12968,-79.24571,0.008
HR 3940,Phi Vel,279.34623,0.10522,
HR 3941,,278.19922,1.65688,
HR 3942,,198.70296,52.33713,
HR 3943,,275.66784,5.04351,
HR 3944,,289.81742,-13.13269,
HR 3945,12    Sex,235.36778,42.64259,
HR 3946,,259.76946,24.13789,
HR 3947,Eta Ant,267.93679,14.99748,0.029
HR 3948,,285.5104,-7.68379,
HR 3949,,288.40031,-11.31071,
HR 395,47    And,129.94509,-24.71734,
HR 3950,29Pi  Leo,230.00941,45.26176,0.017
HR 3951,20    LMi,195.01564,52.85346,0.053
HR 3952,,211.17136,51.47957,
HR 3953,,281.2092,-1.46363,
HR 3954,,160.03314,49.45883,
HR 3955,,279.1772,1.49094,
HR 3956,,265.09002,19.63805,
HR 3957,,281.60286,-1.67166,
HR 3958,,162.13935,50.14639,
HR 3959,,249.14054,35.23751,
HR 396,,130.4732,-28.15419,
HR 3960,,283.45305,-4.12477,
HR 3961,13    Sex,236.4366,43.44349,
HR 3962,,261.6127,23.79542,
HR 3963,,256.31852,29.24104,
HR 3964,,275.34169,7.03378,
HR 3965,,261.00095,24.67543,
HR 3966,,283.40666,-3.85679,
HR 3967,,284.57842,-5.45312,
HR 3968,,271.41783,12.46082,
HR 3969,,220.73581,49.99114,
HR 397,,132.99414,-41.77723,
HR 3970,40Ups2Hya,252.46082,33.0552,
HR 3971,,284.48515,-5.18231,0.008
HR 3972,,269.30031,15.41172,
HR 3973,14    Sex,234.17354,45.34933,
HR 3974,21    LMi,189.47166,54.26017,0.05
HR 3975,30Eta Leo,219.52996,50.75026,0.003
HR 3976,,276.17481,6.73372,0.017
HR 3977,,256.19355,30.44891,
HR 3978,,279.01794,2.83624,
HR 3979,,195.71897,54.3717,
HR 398,,125.74969,8.29635,
HR 3980,31    Leo,228.94611,47.88629,
HR 3981,15Alp Sex,241.1095,42.06581,0.015
HR 3982,32Alp Leo,226.42731,48.93415,0.045
HR 3983,Mu 1Cha,297.27605,-21.29365,
HR 3984,,270.3551,14.99458,
HR 3985,,251.35746,35.22537,
HR 3986,,255.27123,31.80381,
HR 3987,,180.09939,54.43155,
HR 3988,,252.64857,34.57036,
HR 3989,17    Sex,249.44878,37.19372,
HR 399,36Psi Cas,126.14854,5.47395,0.013
HR 3990,,279.14997,3.39583,
HR 3991,,253.2904,34.08114,0.028
HR 3992,,269.68097,16.35502,0.048
HR 3993,,185.67955,54.89648,
HR 3994,41Lam Hya,253.00496,34.4959,0.027
HR 3995,,287.28614,-8.01683,-0.014
HR 3996,18    Sex,249.63092,37.33061,
HR 3997,Mu 2Cha,296.92901,-20.7188,
HR 3998,34    Leo,225.08415,50.27684,
HR 3999,,284.84403,-4.50772,
HR 4,86    Peg,106.1865,-47.98298,
HR 40,,112.5632,-35.11754,0.006
HR 400,,243.40296,-82.01989,
HR 4000,,248.70049,38.15553,
HR 4001,,273.44825,11.77027,
HR 4002,,289.05332,-10.29453,0.007
HR 4003,,265.44566,22.43045,
HR 4004,19    Sex,236.5608,46.02436,
HR 4005,,258.86481,29.8164,
HR 4006,,203.64577,55.08298,
HR 4007,,283.50024,-2.12423,
HR 4008,,150.9103,47.76835,
HR 4009,,283.08152,-1.4804,
