name,alt_name,ra,dec,parallax
HR 7726,,86.5977,9.47137,
HR 7727,68    Dra,95.82813,15.07731,0.031
HR 7728,,5.0912,-32.02319,
HR 7729,,6.53962,-31.76458,
HR 773,32Nu  Ari,153.4612,-34.46663,0.013
HR 7730,30    Cyg,82.70759,6.86498,0.012
HR 7731,21    Vul,67.65694,-3.26927,0.01
HR 7732,,333.13178,-33.82415,
HR 7733,,79.85221,4.9287,
HR 7734,,74.2307,1.13535,
HR 7735,31    Cyg,82.67575,6.7769,0.007
HR 7736,29    Cyg,74.44814,1.17164,0.036
HR 7737,,78.84866,4.12842,
HR 7738,3    Cap,31.11973,-24.35175,
HR 7739,,65.18761,-5.17063,
HR 774,,127.33282,19.5886,0.013
HR 7740,33    Cyg,91.07934,12.0576,0.021
HR 7741,22    Vul,63.46868,-6.36156,0.004
HR 7742,,94.66359,14.15601,
HR 7743,,71.98696,-0.68366,
HR 7744,23    Vul,67.10815,-4.03632,0.008
HR 7745,,351.8663,-34.08534,
HR 7746,18    Sge,61.96447,-7.56782,
HR 7747,5Alp1Cap,31.08861,-24.70456,0.006
HR 7748,4    Cap,21.50036,-28.30779,0.04
HR 7749,,352.02902,-34.13696,0.026
HR 775,,167.31691,-49.96141,
HR 7750,1Kap Cep,110.37866,22.50316,0.001
HR 7751,32    Cyg,83.66889,7.04572,0.014
HR 7752,,76.35486,2.08368,
HR 7753,24    Vul,64.60674,-5.96561,-0.003
HR 7754,6Alp2Cap,31.09712,-24.81002,0.034
HR 7755,,85.82202,8.38431,
HR 7756,,81.9244,5.79604,
HR 7757,,74.87129,0.98912,
HR 7758,,342.9889,-34.54163,
HR 7759,,77.66687,2.76348,0.004
HR 776,Mu  Hyi,297.19049,-36.87654,0.001
HR 7760,,68.43434,-3.61519,0.009
HR 7761,7Sig Cap,24.48039,-27.65846,0.025
HR 7762,,79.68508,3.99115,
HR 7763,34    Cyg,75.82694,1.31952,0.004
HR 7764,,13.60299,-31.11174,
HR 7765,,6.21642,-32.74611,
HR 7766,,349.12867,-34.66603,0.045
HR 7767,,78.09875,2.78068,0.007
HR 7768,,42.40196,-20.05614,
HR 7769,36    Cyg,75.04914,0.62583,
HR 777,Iot2For,226.74802,-66.41028,
HR 7770,35    Cyg,73.40187,-0.53906,0.007
HR 7771,,55.2157,-12.73725,
HR 7772,,37.4679,-22.67062,
HR 7773,8Nu  Cap,31.16984,-25.47814,0.021
HR 7774,,55.57149,-12.66654,
HR 7775,,29.12099,-26.31948,0.01
HR 7776,9Bet Cap,29.14973,-26.37019,0.01
HR 7777,,82.8191,5.80056,
HR 7778,,56.49895,-12.18795,
HR 7779,Kap1Sgr,358.74583,-34.12691,0.035
HR 778,Eta Hor,272.30815,-57.82108,0.025
HR 7780,,59.2636,-10.44291,
HR 7781,,90.44789,10.84142,0.003
HR 7782,,75.30805,0.48179,
HR 7783,,100.46142,16.91461,0.067
HR 7784,,77.23043,1.69431,0.003
HR 7785,,312.42206,-30.69145,
HR 7786,,83.35525,5.92993,
HR 7787,Kap2Sgr,358.33837,-34.43636,0.016
HR 7788,,34.5476,-24.69555,
HR 7789,25    Vul,65.09053,-7.08651,-0.008
HR 779,82Del Cet,170.76414,-52.21142,0.001
HR 7790,Alp Pav,340.90442,-35.19322,
HR 7791,,89.0816,9.60512,
HR 7792,71    Dra,96.48337,14.36402,
HR 7793,,56.82203,-12.71289,0.034
HR 7794,,48.75075,-17.62887,0.002
HR 7795,,78.84862,2.39331,
HR 7796,37Gam Cyg,78.1486,1.8671,0.003
HR 7797,,70.80793,-3.33073,
HR 7798,,82.69981,5.03575,
HR 7799,,0.35161,-34.58007,
HR 78,,115.13031,-31.46544,
HR 780,,245.54144,-65.10097,
HR 7800,,78.8379,2.22409,
HR 7801,,14.55363,-32.01478,0.038
HR 7802,,80.46493,3.31526,0.014
HR 7803,,45.03409,-20.08531,
HR 7804,,102.42564,17.72018,
HR 7805,,98.09744,15.11455,
HR 7806,39    Cyg,71.71899,-3.01849,0.014
HR 7807,,76.03654,0.03478,
HR 7808,,4.45518,-34.2613,0.042
HR 7809,,41.54189,-22.19111,
HR 781,83Eps Cet,187.1964,-60.41398,0.072
HR 7810,,53.29533,-15.71438,
HR 7811,,63.02493,-9.48153,
HR 7812,,311.9889,-30.75218,
HR 7813,,61.77231,-10.41449,
HR 7814,10Pi  Cap,26.21818,-29.07596,
HR 7815,,89.38128,9.08266,
HR 7816,,59.66289,-11.90591,
HR 7817,,6.68992,-34.30677,
HR 7818,,94.54498,12.3772,0.005
HR 7819,,28.97334,-28.45826,
HR 782,33    Ari,151.01809,-29.78595,0.002
HR 7820,,52.18936,-17.0721,
HR 7821,68    Aql,41.35525,-23.05001,
HR 7822,11Rho Cap,26.79634,-29.2701,0.047
HR 7823,,73.86257,-2.34298,
HR 7824,,47.24235,-19.94594,
HR 7825,,21.89662,-31.01207,
HR 7826,40    Cyg,77.25967,-0.02397,0.021
HR 7827,,92.12715,10.59275,
HR 7828,43    Cyg,86.1406,6.39589,0.012
HR 7829,12Omi Cap,26.07056,-29.77703,
HR 783,,165.32335,-47.60209,
HR 7830,12Omi Cap,26.0765,-29.78093,
HR 7831,69    Aql,41.96595,-23.09815,0.021
HR 7832,,14.41797,-33.29466,
HR 7833,,62.40768,-10.93655,
HR 7834,41    Cyg,70.91289,-5.03557,0.014
HR 7835,42    Cyg,75.85325,-1.46903,
HR 7836,1    Del,54.65781,-16.21341,0
HR 7837,,29.94253,-28.71273,
HR 7838,,325.19183,-34.32275,
HR 7839,,63.06114,-10.95497,
HR 784,,183.53999,-58.84478,
HR 7840,,55.10404,-16.20532,
HR 7841,,83.60431,3.98676,0.007
HR 7842,,19.32939,-32.54192,
HR 7843,,91.89145,9.92069,
HR 7844,45Ome1Cyg,86.07356,5.74357,
HR 7845,,35.45457,-26.86719,0.033
HR 7846,Nu  Mic,355.99492,-36.44858,0.007
HR 7847,44    Cyg,76.43668,-1.45324,
HR 7848,Phi1Pav,336.03532,-36.09059,0.026
HR 7849,,67.50816,-8.15289,0.009
HR 785,11    Per,138.50576,-4.35519,
HR 7850,2The Cep,97.75933,13.79476,0.038
HR 7851,46Ome2Cyg,86.41328,5.73357,
HR 7852,2Eps Del,55.41866,-16.593,0.025
HR 7853,,3.9389,-35.94064,
HR 7854,,88.94322,7.53072,
HR 7855,,31.68348,-28.87812,
HR 7856,,13.07955,-34.44045,
HR 7857,,54.42137,-17.40843,
HR 7858,3Eta Del,57.02268,-15.79828,0.01
HR 7859,Rho Pav,334.82879,-36.1848,0.003
HR 786,,227.81891,-66.02818,
HR 7860,,92.671,10.0642,
HR 7861,,81.69264,1.95991,
HR 7862,,63.81424,-11.35101,
HR 7863,Mu 1Oct,317.50765,-32.78221,
HR 7864,Mu 2Oct,318.44452,-33.0482,
HR 7865,,28.85839,-30.26917,
HR 7866,47    Cyg,75.42766,-2.92622,0.002
HR 7867,,80.65399,0.97673,
HR 7868,,106.17278,18.87834,
HR 7869,Alp Ind,352.56697,-37.20832,0.046
HR 787,,139.16184,-5.7934,
HR 7870,,84.62362,3.89175,
HR 7871,4Zet Del,58.63371,-15.15737,0.015
HR 7872,,333.09053,-36.20122,
HR 7873,70    Aql,43.21137,-24.48997,0.016
HR 7874,26    Vul,68.12679,-8.86801,
HR 7875,Phi2Pav,335.97164,-36.6375,0.048
HR 7876,,88.88786,6.82952,
HR 7877,,19.54156,-33.67154,
HR 7878,,45.81375,-23.32072,
HR 7879,73    Dra,108.43151,20.03869,0.012
HR 788,12    Per,144.84531,-17.91598,0.043
HR 7880,27    Vul,68.72605,-8.69643,
HR 7881,Ups Pav,328.38833,-35.57969,
HR 7882,6Bet Del,58.88135,-15.65055,0.028
HR 7883,5Iot Del,56.13078,-17.49647,0.024
HR 7884,71    Aql,44.81155,-24.13943,0.01
HR 7885,48    Cyg,72.92327,-5.73109,
HR 7886,,62.05649,-13.63338,
HR 7887,,72.88427,-5.76368,
HR 7888,,78.31186,-1.63949,
HR 7889,14Tau Cap,30.94018,-30.49608,0.005
HR 789,,255.6728,-62.98085,0.028
HR 7890,,43.6745,-24.96919,
HR 7891,29    Vul,64.59455,-12.0542,0.002
HR 7892,8The Del,57.94541,-16.60605,
HR 7893,,9.85001,-36.2272,
HR 7894,28    Vul,67.0032,-10.34685,
HR 7895,,66.65262,-10.61326,
HR 7896,7Kap Del,55.18219,-18.47538,0.026
HR 7897,1    Aqr,46.4687,-23.58331,0.01
HR 7898,,21.26359,-33.77788,0.07
HR 7899,,60.1618,-15.25283,
HR 79,,115.53398,-29.51926,
HR 790,84    Cet,172.42078,-52.6815,0.036
HR 7900,15Ups Cap,27.5734,-31.86598,0.019
HR 7901,75    Dra,114.4106,23.3577,0.012
HR 7902,,17.97084,-34.69568,
HR 7903,,65.19662,-11.81792,
HR 7904,,72.1164,-6.72493,0.013
HR 7905,,29.81993,-31.22846,
HR 7906,9Alp Del,60.30348,-15.3206,0.008
HR 7907,,56.3093,-17.98511,
HR 7908,74    Dra,114.11589,23.16111,0.022
HR 7909,,12.12983,-36.07306,0.023
HR 791,,133.34076,7.27432,
HR 7910,,18.78513,-34.69012,
HR 7911,,80.35453,-0.60536,0.003
HR 7912,,84.37179,2.51774,
HR 7913,Bet Pav,328.96266,-36.00861,0.035
HR 7914,,63.85298,-13.21674,0.05
HR 7915,,2.36847,-37.66655,
HR 7916,,92.6271,8.79971,
HR 7917,,71.90237,-7.32192,0.01
HR 7918,10    Del,59.39994,-16.40004,
HR 7919,,82.69228,1.07801,
HR 792,,141.40409,-10.5631,
HR 7920,Eta Ind,346.69035,-38.16247,0.049
HR 7921,49    Cyg,73.96424,-5.88196,0.004
HR 7922,,79.33928,-1.74069,
HR 7923,,62.00031,-14.8537,
HR 7924,50Alp Cyg,84.28466,1.99757,-0.006
HR 7925,,96.40975,11.33208,0.021
HR 7926,,81.529,-0.26416,
HR 7927,,76.63675,-4.17769,
HR 7928,11Del Del,60.13532,-16.55436,0.013
HR 7929,51    Cyg,88.37148,4.99448,
HR 793,34Mu  Ari,155.52801,-35.74305,
HR 7930,,116.56012,24.35193,
HR 7931,,17.59662,-35.84867,
HR 7932,,76.87046,-4.26263,-0.008
HR 7933,,2.91284,-38.29099,
HR 7934,Sig Pav,325.76919,-35.69994,0
HR 7935,,6.79304,-37.89621,
HR 7936,16Psi Cap,20.00373,-35.50042,0.098
HR 7937,17    Cap,24.37649,-34.37547,
HR 7938,,96.66437,11.15537,
HR 7939,30    Vul,68.82018,-10.81458,0.006
HR 794,Iot Eri,249.29773,-64.06518,0.038
HR 7940,,93.87833,9.00072,
HR 7941,,62.98139,-15.19991,
HR 7942,52    Cyg,73.30477,-7.63126,0.015
HR 7943,Iot Mic,356.82926,-39.02682,0.051
HR 7944,,93.47116,8.49625,
HR 7945,4    Cep,101.71683,14.68211,0.034
HR 7946,,44.66118,-26.71607,
HR 7947,12Gam1Del,61.49196,-16.57526,0.026
HR 7948,12Gam2Del,61.49371,-16.57795,0.026
HR 7949,53Eps Cyg,75.95142,-5.71542,0.057
HR 795,,175.52871,-54.39889,
HR 7950,2Eps Aqr,37.68073,-30.10516,0.021
HR 7951,3    Aqr,42.24248,-28.08542,0.008
HR 7952,Zet Ind,353.94756,-39.23843,0.012
HR 7953,13    Del,52.77681,-22.49579,0.002
HR 7954,,50.28769,-23.9332,
HR 7955,,94.42916,9.05584,0.046
HR 7956,,76.39452,-5.62147,0.005
HR 7957,3Eta Cep,97.86843,11.64356,0.071
HR 7958,,85.82942,2.06083,
HR 7959,,333.3182,-37.624,0.009
HR 796,,192.37414,-61.45465,
HR 7960,,333.31792,-37.62495,0.009
HR 7961,,19.6458,-36.33548,
HR 7962,,90.87103,6.12318,0.008
HR 7963,54Lam Cyg,78.08437,-4.33764,0.008
HR 7964,,28.63445,-33.88894,
HR 7965,Alp Mic,9.88032,-38.26379,0.012
HR 7966,,85.16357,1.36923,
HR 7967,,104.41019,16.37258,0.002
HR 7968,Iot Ind,346.98093,-39.33712,0.001
HR 7969,,86.96948,2.71905,
HR 797,,162.07161,-43.53223,
HR 7970,,12.07861,-38.11864,
HR 7971,,4.67779,-39.05972,
HR 7972,,90.55269,5.57631,0.018
HR 7973,15    Del,58.85814,-19.23092,0.03
HR 7974,14    Del,54.749,-21.89879,
HR 7975,,52.67103,-23.20243,
HR 7976,,34.8248,-32.07152,0.021
HR 7977,55    Cyg,85.7536,1.49004,0.017
HR 7978,,90.24366,5.16617,
HR 7979,Bet Mic,10.73044,-38.57254,
HR 798,,285.43844,-49.01277,
HR 7980,18Ome Cap,18.4638,-37.18325,0.001
HR 7981,,63.69848,-16.21049,
HR 7982,4    Aqr,42.13375,-29.17795,0.028
HR 7983,,86.28368,1.70566,
HR 7984,56    Cyg,84.28949,0.03409,0.025
HR 7985,5    Aqr,42.35074,-29.27911,-0.009
HR 7986,Bet Ind,338.15764,-38.85261,-0.005
HR 7987,,2.29819,-39.75624,0.02
HR 7988,,72.13236,-10.15162,0.006
HR 7989,,22.32659,-36.58043,
HR 799,13The Per,141.16559,-9.60982,0.077
HR 7990,6Mu  Aqr,38.84298,-30.98186,0.019
HR 7991,,13.88822,-38.403,
HR 7992,,348.06702,-39.89266,
HR 7993,,99.94462,12.61361,
HR 7994,,36.15588,-32.19964,
HR 7995,31    Vul,71.30519,-10.98294,0.036
HR 7996,,75.83196,-7.35995,
HR 7997,,17.39403,-37.92637,
HR 7998,,41.18519,-30.32586,
HR 7999,,73.47005,-9.55965,
HR 8,,111.2636,-32.8327,0.067
HR 80,41    Psc,109.90721,-53.89973,
HR 800,14    Per,143.31242,-14.07152,
HR 8000,19    Cap,29.3267,-35.05975,
HR 8001,57    Cyg,84.9036,-0.1937,
HR 8002,76    Dra,115.73006,23.46461,
HR 8003,,85.52045,0.30747,-0.005
HR 8004,,83.40939,-1.48879,
HR 8005,,76.54429,-7.29412,
HR 8006,,46.87603,-27.91535,
HR 8007,,72.75334,-10.48036,
HR 8008,32    Vul,72.4119,-10.80402,0.003
HR 8009,,82.21202,-2.71891,
HR 801,35    Ari,151.28707,-28.92567,
HR 8010,,52.57846,-24.94231,-0.012
HR 8011,17    Del,60.76989,-19.73666,0.017
HR 8012,16    Del,59.77824,-20.41602,
HR 8013,,19.5851,-38.0954,0.039
HR 8014,,44.87768,-29.25487,
HR 8015,7    Aqr,38.63339,-32.23714,
HR 8016,,114.00985,22.26595,0.011
HR 8017,,48.9535,-27.41601,
HR 8018,,31.7838,-35.00312,
HR 8019,,325.98979,-36.93793,
HR 802,Zet Hor,274.43087,-56.11143,0.031
HR 8020,,87.51093,1.41544,
HR 8021,Alp Oct,315.95843,-33.64978,0.025
HR 8022,,90.34329,3.73364,
HR 8023,,85.69676,-0.29925,
HR 8024,,33.64013,-34.63255,
HR 8025,,90.1001,3.48428,
HR 8026,,88.93128,2.49075,0.004
HR 8027,,347.24897,-40.74444,
HR 8028,58Nu  Cyg,82.90894,-2.82273,0.01
HR 8029,,94.81874,7.46911,
HR 803,,152.52819,-30.69477,0
HR 8030,18    Del,58.69129,-21.97481,
HR 8031,,7.25352,-40.63641,
HR 8032,33    Vul,68.35709,-15.04033,
HR 8033,20    Cap,28.53692,-36.51701,
HR 8034,1Eps Equ,52.86434,-25.78285,0.021
HR 8035,,85.55488,-0.82997,0.016
HR 8036,,83.65968,-2.50946,
HR 8037,,64.0534,-18.70799,
HR 8038,,55.97556,-24.20277,0.009
HR 8039,Gam Mic,12.34282,-40.34216,0.034
HR 804,86Gam Cet,168.91901,-49.38252,0.052
HR 8040,,90.1118,3.0607,0.008
HR 8041,11    Aqr,44.2939,-30.75085,0.033
HR 8042,,358.18808,-41.49494,0.018
HR 8043,,110.14442,19.35336,
HR 8044,,66.23374,-17.29453,0.01
HR 8045,,19.21906,-39.31737,
HR 8046,,4.14979,-41.3549,0.018
HR 8047,59    Cyg,88.02976,0.97067,
HR 8048,Zet Mic,4.02529,-41.4625,0.024
HR 8049,,97.06099,8.79293,0.002
HR 805,,245.8967,-64.289,
HR 8050,,18.24475,-39.82591,
HR 8051,,79.51412,-6.77416,
HR 8052,,316.70075,-34.22843,
HR 8053,60    Cyg,87.15479,-0.10274,
HR 8054,,48.45489,-29.37798,
HR 8055,Mu  Ind,342.57881,-40.96195,0.023
HR 8056,,50.85165,-28.10542,0.035
HR 8057,,62.77209,-20.58311,
HR 8058,12    Aqr,43.66253,-32.04286,0.003
HR 8059,12    Aqr,43.66296,-32.04311,0.003
HR 806,Eps Hyi,288.9563,-45.81572,
HR 8060,22Eta Cap,28.05091,-37.86026,0.055
HR 8061,,320.00055,-35.61422,0.048
HR 8062,,86.27278,-1.16591,
HR 8063,,81.75277,-5.32295,
HR 8064,,87.11181,-0.51765,0.009
HR 8065,,95.17716,6.71614,0.004
HR 8066,3    Equ,54.82819,-26.26052,0.011
HR 8067,,52.4472,-27.69479,
HR 8068,,51.81682,-28.07113,
HR 8069,Eta Mic,0.37254,-42.25304,
HR 807,,261.95985,-60.8309,
HR 8070,Del Mic,15.35011,-40.94632,
HR 8071,,84.08331,-3.46605,
HR 8072,,90.54685,2.39682,
HR 8073,,330.80828,-39.04105,
HR 8074,,87.97311,0.0384,
HR 8075,23The Cap,31.3127,-37.28832,0.017
HR 8076,,12.47128,-41.42298,0.012
HR 8077,4    Equ,55.38337,-26.18383,0.015
HR 8078,,92.7806,4.30483,
HR 8079,62Xi  Cyg,85.92946,-2.07805,0.007
HR 808,36    Ari,157.47496,-37.42295,
HR 8080,24    Cap,21.97513,-40.00623,0.022
HR 8081,,320.62268,-36.01689,
HR 8082,,73.23252,-13.54714,
HR 8083,,31.24715,-37.7685,
HR 8084,,76.54894,-10.78254,
HR 8085,61    Cyg,82.31847,-5.82212,0.292
HR 8086,61    Cyg,82.31813,-5.82547,0.294
HR 8087,25Chi Cap,26.83509,-39.21442,0.046
HR 8088,,64.27093,-20.88608,
HR 8089,63    Cyg,88.88441,0.20199,0.008
HR 809,37Omi Ari,159.21871,-39.4605,
HR 8090,,56.80486,-26.21769,
HR 8091,27    Cap,27.70986,-39.23056,
HR 8092,Omi Pav,323.26607,-37.18673,0.008
HR 8093,13Nu  Aqr,38.44685,-35.77464,0.017
HR 8094,,76.10789,-11.77422,-0.006
HR 8095,,53.26504,-28.79783,
HR 8096,,40.83025,-35.15136,
HR 8097,5Gam Equ,59.93296,-24.76291,0.028
HR 8098,6    Equ,59.88814,-24.84734,0.01
HR 8099,,106.94539,15.95308,0.03
HR 81,,110.9266,-51.18182,0.005
HR 810,Iot Hor,268.80948,-58.32354,0.069
HR 8100,,1.92598,-43.32632,0.042
HR 8101,,70.32623,-17.15424,
HR 8102,,35.18777,-37.51756,
HR 8103,,87.69742,-1.67741,
HR 8104,,3.09332,-43.46068,0.029
HR 8105,,81.05297,-8.07742,
HR 8106,,93.63535,3.77768,
HR 8107,,89.36312,-0.25318,
HR 8108,,7.22164,-43.33678,
HR 8109,,100.81456,10.41347,
HR 811,89Pi  Cet,191.80778,-60.56824,
HR 8110,,19.06225,-41.98213,
HR 8111,,317.29323,-35.15048,
HR 8112,,112.40017,20.18938,
HR 8113,,104.80487,13.84431,0.002
HR 8114,,344.11079,-42.7606,
HR 8115,64Zet Cyg,76.75385,-12.45234,0.027
HR 8116,,65.49117,-21.80304,-0.005
HR 8117,,1.61162,-43.90479,
HR 8118,,39.91872,-36.47836,
HR 8119,,98.52,7.9851,0.002
HR 812,38    Ari,161.43023,-41.78583,0.027
HR 8120,,81.6282,-8.2011,
HR 8121,,51.22413,-31.31913,
HR 8122,,32.19088,-39.36735,
HR 8123,7Del Equ,60.49286,-25.6559,0.058
HR 8124,,7.57086,-43.81427,
HR 8125,,329.43528,-39.74196,
HR 8126,,76.68944,-12.86896,
HR 8127,28Phi Cap,28.1871,-40.60914,0.02
HR 8128,29    Cap,34.85891,-38.69429,0
HR 8129,,307.52939,-30.39997,
HR 813,87Mu  Cet,163.2544,-43.69426,0.046
HR 8130,65Tau Cyg,82.85396,-7.43209,0.055
HR 8131,8Alp Equ,56.37487,-28.71336,0.021
HR 8132,,49.84237,-32.65234,
HR 8133,,101.96857,10.81186,0.024
HR 8134,,37.25787,-38.26643,
HR 8135,Eps Mic,13.20199,-43.80582,0.033
HR 8136,,90.1562,-0.67972,
HR 8137,30    Cap,31.72789,-40.22914,
HR 8138,,86.14105,-4.76499,
HR 8139,31    Cap,32.40154,-40.11082,
HR 814,,250.29436,-63.34625,0.009
HR 8140,The Ind,343.68523,-43.31972,0.043
HR 8141,15    Aqr,47.07558,-34.47119,0.008
HR 8142,,17.8892,-43.43243,
HR 8143,67Sig Cyg,84.19446,-6.87246,0.011
HR 8144,,86.56753,-4.58328,
HR 8145,,355.26226,-44.6454,
HR 8146,66Ups Cyg,80.97674,-10.05264,0.019
HR 8147,,94.64088,3.35065,
HR 8148,,21.18101,-43.09899,0.056
HR 8149,,62.27392,-25.78969,
HR 815,,132.88552,9.0657,
HR 8150,,95.95716,4.58304,
HR 8151,The1Mic,1.18651,-44.95067,0.012
HR 8152,,348.39779,-44.216,
HR 8153,,97.99747,6.53062,
HR 8154,68    Cyg,87.60998,-3.84119,
HR 8155,,85.58529,-5.93339,
HR 8156,,323.19537,-38.20203,
HR 8157,,83.62171,-7.95009,
HR 8158,,71.52595,-19.13462,
HR 8159,,320.83865,-37.30729,
HR 816,,168.09163,-47.91946,
HR 8160,16    Aqr,47.4724,-35.11377,0.014
HR 8161,,91.70079,-0.0616,0.001
HR 8162,5Alp Cep,100.99902,9.17191,0.068
HR 8163,9    Equ,59.19249,-28.54639,
HR 8164,,98.18389,6.35663,0.004
HR 8165,,73.10343,-18.06276,-0.005
HR 8166,,79.59813,-12.17677,0.018
HR 8167,32Iot Cap,33.6252,-40.76895,0.033
HR 8168,,111.85037,19.06031,
HR 8169,,79.79571,-12.14733,0.007
HR 817,,232.24745,-65.00396,
HR 8170,,85.36665,-6.7046,0.034
HR 8171,6    Cep,102.73786,10.68893,-0.015
HR 8172,,26.30645,-42.85357,
HR 8173,1    Peg,70.05027,-20.92422,0.014
HR 8174,,115.2462,21.83287,
HR 8175,17    Aqr,42.55934,-37.80896,
HR 8176,,309.45906,-31.73959,
HR 8177,,352.91867,-45.20793,
HR 8178,10Bet Equ,58.99785,-29.23086,0.028
HR 8179,,99.8361,7.73105,
HR 818,1Tau1Eri,200.83348,-62.52648,0.072
HR 8180,The2Mic,0.88906,-45.63729,0.006
HR 8181,Gam Pav,328.15671,-40.29221,0.111
HR 8182,,78.28678,-13.94294,
HR 8183,33    Cap,28.77469,-42.56415,0.021
HR 8184,,26.30542,-43.1241,
HR 8185,,91.90502,-0.43801,0.011
HR 8186,,84.38019,-8.14931,
HR 8187,18    Aqr,38.63075,-39.64455,
HR 8188,Gam Ind,341.74868,-43.93671,
HR 8189,,83.5828,-9.09761,
HR 819,,147.7295,-21.26394,
HR 8190,,73.89887,-18.27282,0.027
HR 8191,,62.30022,-27.49638,
HR 8192,20    Aqr,49.28589,-35.33355,
HR 8193,,83.60283,-9.19607,
HR 8194,,74.72456,-17.59356,
HR 8195,19    Aqr,42.39959,-38.50496,0.007
HR 8196,,323.22359,-38.65297,0.023
HR 8197,,74.16205,-18.16846,
HR 8198,,75.45736,-17.0797,0.013
HR 8199,21    Aqr,49.18634,-35.50553,
HR 82,27Rho And,116.36969,-24.51655,0.017
HR 820,,147.95904,-21.63591,0.013
HR 8200,,5.44975,-46.01468,
HR 8201,,311.98953,-33.30127,
HR 8202,,358.64876,-46.05844,
HR 8203,,53.47271,-33.43774,
HR 8204,34Zet Cap,26.97814,-43.58863,-0.01
HR 8205,,54.14042,-33.24864,0.028
HR 8206,,92.19781,-0.81805,
HR 8207,35    Cap,28.63219,-43.35565,
HR 8208,,90.42493,-2.73406,0.039
HR 8209,69    Cyg,83.39466,-9.95864,
HR 821,,271.10245,-57.02194,
HR 8210,,70.43182,-21.97841,
HR 8211,,342.88795,-44.57507,
HR 8212,,40.72129,-39.97809,
HR 8213,36    Cap,27.97049,-43.86736,0.023
HR 8214,5    PsA,14.97912,-46.01649,
HR 8215,70    Cyg,83.94256,-9.86132,
HR 8216,,92.08579,-1.38926,0.008
HR 8217,35    Vul,77.0421,-16.59548,0.019
HR 8218,,94.89077,1.55131,0.018
HR 8219,,61.2113,-29.49015,
HR 822,,260.97377,-60.49241,
HR 8220,,80.53437,-13.44096,0.023
HR 8221,,69.67309,-23.40538,
HR 8222,,31.58364,-43.30788,
HR 8223,,73.09242,-20.53969,
HR 8224,,99.72849,6.41691,
HR 8225,2    Peg,74.38806,-19.70421,0.013
HR 8226,,96.85975,3.15672,
HR 8227,7    Cep,104.76031,11.43101,0.006
HR 8228,71    Cyg,90.8156,-3.34978,0.023
HR 8229,Xi  Gru,0.55972,-47.07766,0.012
HR 823,,287.18787,-46.84295,0.01
HR 8230,6    PsA,11.18117,-46.9855,
HR 8231,,65.19547,-27.55513,
HR 8232,22Bet Aqr,48.02285,-37.87894,0.006
HR 8233,,343.97312,-45.44763,
HR 8234,,312.38761,-33.85628,
HR 8235,,24.54396,-45.47578,
HR 8236,,355.16504,-46.99264,
HR 8237,,95.32395,1.22159,
HR 8238,8Bet Cep,107.53927,14.02617,0.014
HR 8239,,114.98125,21.03033,
HR 824,39    Ari,151.41839,-27.10433,0.027
HR 8240,,74.61898,-20.28899,
HR 8241,,357.95342,-47.35853,
HR 8242,,95.2164,0.85918,
HR 8243,,100.54544,6.62171,
HR 8244,,17.46694,-47.02749,
HR 8245,37    Cap,30.87651,-44.69591,
HR 8246,,93.59005,-1.23613,
HR 8247,,26.34245,-45.78003,
HR 8248,,90.83265,-4.30598,
HR 8249,,328.09737,-41.62786,
HR 825,,138.47337,-2.18136,
HR 8250,,74.48361,-21.08262,
HR 8251,,50.35425,-37.85932,0.001
HR 8252,73Rho Cyg,90.74208,-4.57959,0.002
HR 8253,8    PsA,22.60676,-46.64356,
HR 8254,Nu  Oct,314.28879,-35.18881,0.053
HR 8255,72    Cyg,86.01169,-9.85462,0.012
HR 8256,7    PsA,12.62514,-47.85601,
HR 8257,,78.72013,-17.387,
HR 8258,,75.93676,-20.04752,0.002
HR 8259,,94.92971,-0.13027,-0.006
HR 826,,207.43706,-63.23841,
HR 8260,39Eps Cap,31.94204,-44.99043,
HR 8261,,80.2293,-16.20117,
HR 8262,,90.86202,-4.9834,
HR 8263,,54.5239,-36.38304,
HR 8264,23Xi  Aqr,46.45,-40.34634,0.012
HR 8265,3    Peg,61.411,-32.28145,
HR 8266,74    Cyg,87.61768,-8.76085,0.02
HR 8267,5    Peg,72.33976,-23.98795,0.007
HR 8268,,11.74269,-48.38445,
HR 8269,,344.0981,-46.5306,
HR 827,,209.30479,-63.38688,
HR 8270,4    Peg,60.76317,-32.95884,0.033
HR 8271,,339.43525,-45.5566,
HR 8272,,90.59236,-5.65493,
HR 8273,,43.52546,-42.00417,
HR 8274,,77.28757,-19.84145,
HR 8275,,96.85754,1.28712,
HR 8276,,73.31355,-23.55195,0.021
HR 8277,25    Aqr,57.53656,-35.27833,0.006
HR 8278,40Gam Cap,35.99838,-44.67319,0.029
HR 8279,9    Cep,102.27123,7.24691,-0.008
HR 828,40    Ari,158.18601,-36.44724,
HR 8280,Lam Oct,309.02066,-32.13231,0.011
HR 8281,,99.29046,3.73846,
HR 8282,,24.55731,-47.62746,
HR 8283,42    Cap,39.55257,-43.96925,0.034
HR 8284,75    Cyg,90.00417,-7.04131,0.004
HR 8285,41    Cap,27.2101,-47.22176,0.025
HR 8286,,320.63501,-39.0918,
HR 8287,26    Aqr,57.04888,-36.36846,
HR 8288,43Kap Cap,33.3783,-46.03061,0.028
HR 8289,7    Peg,61.35873,-33.74647,
HR 829,,133.46737,8.51952,0.01
